#SampleID	code	year	seqrun	treatment	cage	time	time_number	sex	extra	exp3	exp4	control	diet	time_num	all2016_time	treatment_time	treatmenttime	genotype	year_time	time_sex	yeartimesex	genotype2	diet_method	genotype_method	sampID	yearcage	sortorder	extradate	cagetime	sort2	quantreading	cagetimeyearseqrun	cagetimeyearseqrunsex
S2017t3_E11-T3a-Female	E-E11-T3-F	y2017	seqrunA	E	E11	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E11-T3	y2017E11	929	10/24/17	E11T3	248	1	E11_T3_y2017_seqrunA	E11_T3_y2017_seqrunA_F
S2017t3_E11-T3a-Male	E-E11-T3-M	y2017	seqrunA	E	E11	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E11-T3	y2017E11	930	10/24/17	E11T3	249	1	E11_T3_y2017_seqrunA	E11_T3_y2017_seqrunA_M
S2017t3_E16-T3b-Female	E-E16-T3-F	y2017	seqrunA	E	E16	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E16-T3	y2017E16	931	10/24/17	E16T3	250	1	E16_T3_y2017_seqrunA	E16_T3_y2017_seqrunA_F
S2017t3_E16-T3b-Male	E-E16-T3-M	y2017	seqrunA	E	E16	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E16-T3	y2017E16	932	10/24/17	E16T3	251	1	E16_T3_y2017_seqrunA	E16_T3_y2017_seqrunA_M
S2017t3_E17-T3a-Female	E-E17-T3-F	y2017	seqrunA	E	E17	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E17-T3	y2017E17	933	10/24/17	E17T3	252	1	E17_T3_y2017_seqrunA	E17_T3_y2017_seqrunA_F
S2017t3_E17-T3a-Male	E-E17-T3-M	y2017	seqrunA	E	E17	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E17-T3	y2017E17	934	10/24/17	E17T3	253	1	E17_T3_y2017_seqrunA	E17_T3_y2017_seqrunA_M
S2017t3_E30-T3b-Female	E-E30-T3-F	y2017	seqrunA	E	E30	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E30-T3	y2017E30	935	10/24/17	E30T3	254	1	E30_T3_y2017_seqrunA	E30_T3_y2017_seqrunA_F
S2017t3_E30-T3b-Male	E-E30-T3-M	y2017	seqrunA	E	E30	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E30-T3	y2017E30	936	10/24/17	E30T3	255	1	E30_T3_y2017_seqrunA	E30_T3_y2017_seqrunA_M
S2017t3_ED12-T3a-Female_B7C5_7h	ED-ED12-T3-F	y2017	seqrunA	ED	ED12	T3	4	F	10/24/17	plate7	SB7SC5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED12-T3	y2017ED12	937	10/24/17	ED12T3	256	1	ED12_T3_y2017_seqrunA	ED12_T3_y2017_seqrunA_F
S2017t3_ED12-T3a-Female_C7D5_2g	ED-ED12-T3-F	y2017	seqrunA	ED	ED12	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED12-T3	y2017ED12	938	10/24/17	ED12T3	257	1	ED12_T3_y2017_seqrunA	ED12_T3_y2017_seqrunA_F
S2017t3_ED12-T3a-Male	ED-ED12-T3-M	y2017	seqrunA	ED	ED12	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_M	y2017T3M	ED	dietpan	B	ED12-T3	y2017ED12	939	10/24/17	ED12T3	258	1	ED12_T3_y2017_seqrunA	ED12_T3_y2017_seqrunA_M
S2017t3_ED12-T3b-Female	ED-ED12-T3-F	y2017	seqrunA	ED	ED12	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED12-T3	y2017ED12	940	10/24/17	ED12T3	259	1	ED12_T3_y2017_seqrunA	ED12_T3_y2017_seqrunA_F
S2017t3_ED19-T3a-Female	ED-ED19-T3-F	y2017	seqrunA	ED	ED18	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED18-T3	y2017ED18	941	10/24/17	ED18T3	260	1	ED18_T3_y2017_seqrunA	ED18_T3_y2017_seqrunA_F
S2017t3_ED19-T3b-Female	ED-ED19-T3-F	y2017	seqrunA	ED	ED18	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED18-T3	y2017ED18	942	10/24/17	ED18T3	261	1	ED18_T3_y2017_seqrunA	ED18_T3_y2017_seqrunA_F
S2017t3_ED22-T3a-Female	ED-ED22-T3-F	y2017	seqrunA	ED	ED22	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED22-T3	y2017ED22	943	10/24/17	ED22T3	262	1	ED22_T3_y2017_seqrunA	ED22_T3_y2017_seqrunA_F
S2017t3_ED22-T3b-Female	ED-ED22-T3-F	y2017	seqrunA	ED	ED22	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED22-T3	y2017ED22	944	10/24/17	ED22T3	263	1	ED22_T3_y2017_seqrunA	ED22_T3_y2017_seqrunA_F
S2017t3_ED24-T3a-Female	ED-ED24-T3-F	y2017	seqrunA	ED	ED24	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED24-T3	y2017ED24	945	10/24/17	ED24T3	264	1	ED24_T3_y2017_seqrunA	ED24_T3_y2017_seqrunA_F
S2017t3_ED24-T3b-Female	ED-ED24-T3-F	y2017	seqrunA	ED	ED24	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED24-T3	y2017ED24	946	10/24/17	ED24T3	265	1	ED24_T3_y2017_seqrunA	ED24_T3_y2017_seqrunA_F
S2017t3_ED24-T3b-Male	ED-ED24-T3-M	y2017	seqrunA	ED	ED24	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_M	y2017T3M	ED	dietpan	B	ED24-T3	y2017ED24	947	10/24/17	ED24T3	266	1	ED24_T3_y2017_seqrunA	ED24_T3_y2017_seqrunA_M
S2017t3_ED26-T3a-Male	ED-ED26-T3-M	y2017	seqrunA	ED	ED26	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_M	y2017T3M	ED	dietpan	B	ED26-T3	y2017ED26	948	10/24/17	ED26T3	267	1	ED26_T3_y2017_seqrunA	ED26_T3_y2017_seqrunA_M
S2017t3_ED32-T3b-Female	ED-ED32-T3-F	y2017	seqrunA	ED	ED32	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED32-T3	y2017ED32	949	10/24/17	ED32T3	268	1	ED32_T3_y2017_seqrunA	ED32_T3_y2017_seqrunA_F
S2017t3_ED32-T3b-Male	ED-ED32-T3-M	y2017	seqrunA	ED	ED32	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_M	y2017T3M	ED	dietpan	B	ED32-T3	y2017ED32	950	10/24/17	ED32T3	269	1	ED32_T3_y2017_seqrunA	ED32_T3_y2017_seqrunA_M
S2017t3F_B1-T3b-Female	B-B1-T3-F	y2017	seqrunA	B	B1	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B1-T3	y2017B1	952	10/24/17	B1T3	270	1	B1_T3_y2017_seqrunA	B1_T3_y2017_seqrunA_F
S2017t3F_B1-T3c-Female	B-B1-T3-F	y2017	seqrunA	B	B1	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B1-T3	y2017B1	953	10/24/17	B1T3	271	1	B1_T3_y2017_seqrunA	B1_T3_y2017_seqrunA_F
S2017t3F_B1-T3d-Female	B-B1-T3-F	y2017	seqrunA	B	B1	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B1-T3	y2017B1	954	10/24/17	B1T3	272	1	B1_T3_y2017_seqrunA	B1_T3_y2017_seqrunA_F
S2017t3F_B2-T3a-Female	B-B2-T3-F	y2017	seqrunA	B	B2	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B2-T3	y2017B2	955	10/24/17	B2T3	273	1	B2_T3_y2017_seqrunA	B2_T3_y2017_seqrunA_F
S2017t3F_B2-T3b-Female	B-B2-T3-F	y2017	seqrunA	B	B2	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B2-T3	y2017B2	956	10/24/17	B2T3	274	1	B2_T3_y2017_seqrunA	B2_T3_y2017_seqrunA_F
S2017t3F_B2-T3c-Female	B-B2-T3-F	y2017	seqrunA	B	B2	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B2-T3	y2017B2	957	10/24/17	B2T3	275	1	B2_T3_y2017_seqrunA	B2_T3_y2017_seqrunA_F
S2017t3F_B3-T3b-Female	B-B3-T3-F	y2017	seqrunA	B	B3	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B3-T3	y2017B3	958	10/24/17	B3T3	276	1	B3_T3_y2017_seqrunA	B3_T3_y2017_seqrunA_F
S2017t3F_B3-T3c-Female	B-B3-T3-F	y2017	seqrunA	B	B3	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B3-T3	y2017B3	959	10/24/17	B3T3	277	1	B3_T3_y2017_seqrunA	B3_T3_y2017_seqrunA_F
S2017t3F_B4-T3a-Female	B-B4-T3-F	y2017	seqrunA	B	B4	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B4-T3	y2017B4	960	10/24/17	B4T3	278	1	B4_T3_y2017_seqrunA	B4_T3_y2017_seqrunA_F
S2017t3F_B4-T3b-Female	B-B4-T3-F	y2017	seqrunA	B	B4	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B4-T3	y2017B4	961	10/24/17	B4T3	279	1	B4_T3_y2017_seqrunA	B4_T3_y2017_seqrunA_F
S2017t3F_B4-T3c-Female	B-B4-T3-F	y2017	seqrunA	B	B4	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B4-T3	y2017B4	962	10/24/17	B4T3	280	1	B4_T3_y2017_seqrunA	B4_T3_y2017_seqrunA_F
S2017t3F_E11-T3b-Female	E-E11-T3-F	y2017	seqrunA	E	E11	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E11-T3	y2017E11	964	10/24/17	E11T3	281	1	E11_T3_y2017_seqrunA	E11_T3_y2017_seqrunA_F
S2017t3F_E13-T3a-Female	E-E13-T3-F	y2017	seqrunA	E	E13	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E13-T3	y2017E13	965	10/24/17	E13T3	282	1	E13_T3_y2017_seqrunA	E13_T3_y2017_seqrunA_F
S2017t3F_E13-T3b-Female	E-E13-T3-F	y2017	seqrunA	E	E13	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E13-T3	y2017E13	966	10/24/17	E13T3	283	1	E13_T3_y2017_seqrunA	E13_T3_y2017_seqrunA_F
S2017t3F_E14-T3a-Female	E-E14-T3-F	y2017	seqrunA	E	E14	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E14-T3	y2017E14	967	10/24/17	E14T3	284	1	E14_T3_y2017_seqrunA	E14_T3_y2017_seqrunA_F
S2017t3F_E14-T3b-Female	E-E14-T3-F	y2017	seqrunA	E	E14	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E14-T3	y2017E14	968	10/24/17	E14T3	285	1	E14_T3_y2017_seqrunA	E14_T3_y2017_seqrunA_F
S2017t3F_E16-T3a-Female	E-E16-T3-F	y2017	seqrunA	E	E16	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E16-T3	y2017E16	969	10/24/17	E16T3	286	1	E16_T3_y2017_seqrunA	E16_T3_y2017_seqrunA_F
S2017t3F_E17-T3b-Female	E-E17-T3-F	y2017	seqrunA	E	E17	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E17-T3	y2017E17	970	10/24/17	E17T3	287	1	E17_T3_y2017_seqrunA	E17_T3_y2017_seqrunA_F
S2017t3F_E19-T3a-Female	E-E19-T3-F	y2017	seqrunA	E	E19	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E19-T3	y2017E19	971	10/24/17	E19T3	288	1	E19_T3_y2017_seqrunA	E19_T3_y2017_seqrunA_F
S2017t3F_E19-T3b-Female	E-E19-T3-F	y2017	seqrunA	E	E19	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E19-T3	y2017E19	972	10/24/17	E19T3	289	1	E19_T3_y2017_seqrunA	E19_T3_y2017_seqrunA_F
S2017t3F_E23-T3a-Female	E-E23-T3-F	y2017	seqrunA	E	E23	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E23-T3	y2017E23	973	10/24/17	E23T3	290	1	E23_T3_y2017_seqrunA	E23_T3_y2017_seqrunA_F
S2017t3F_E23-T3b-Female	E-E23-T3-F	y2017	seqrunA	E	E23	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E23-T3	y2017E23	974	10/24/17	E23T3	291	1	E23_T3_y2017_seqrunA	E23_T3_y2017_seqrunA_F
S2017t3F_E30-T3a-Female	E-E30-T3-F	y2017	seqrunA	E	E30	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_F	y2017T3F	E	dietpan	B	E30-T3	y2017E30	975	10/24/17	E30T3	292	1	E30_T3_y2017_seqrunA	E30_T3_y2017_seqrunA_F
S2017t3F_ED12-T3a-Female	ED-ED12-T3-F	y2017	seqrunA	ED	ED12	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED12-T3	y2017ED12	976	10/24/17	ED12T3	293	1	ED12_T3_y2017_seqrunA	ED12_T3_y2017_seqrunA_F
S2017t3F_ED27-T3a-Female	ED-ED27-T3-F	y2017	seqrunA	ED	ED27	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED27-T3	y2017ED27	977	10/24/17	ED27T3	294	1	ED27_T3_y2017_seqrunA	ED27_T3_y2017_seqrunA_F
S2017t3F_ED27-T3b-Female	ED-ED27-T3-F	y2017	seqrunA	ED	ED27	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED27-T3	y2017ED27	978	10/24/17	ED27T3	295	1	ED27_T3_y2017_seqrunA	ED27_T3_y2017_seqrunA_F
S2017t3F_ED29-T3a-Female	ED-ED29-T3-F	y2017	seqrunA	ED	ED29	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED29-T3	y2017ED29	979	10/24/17	ED29T3	296	1	ED29_T3_y2017_seqrunA	ED29_T3_y2017_seqrunA_F
S2017t3F_ED29-T3b-Female	ED-ED29-T3-F	y2017	seqrunA	ED	ED29	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED29-T3	y2017ED29	980	10/24/17	ED29T3	297	1	ED29_T3_y2017_seqrunA	ED29_T3_y2017_seqrunA_F
S2017t3F_ED32-T3a-Female	ED-ED32-T3-F	y2017	seqrunA	ED	ED32	T3	4	F	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_F	y2017T3F	ED	dietpan	B	ED32-T3	y2017ED32	981	10/24/17	ED32T3	298	1	ED32_T3_y2017_seqrunA	ED32_T3_y2017_seqrunA_F
S2017t3M_B1-T3b-Male	B-B1-T3-M	y2017	seqrunA	B	B1	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B1-T3	y2017B1	982	10/24/17	B1T3	299	1	B1_T3_y2017_seqrunA	B1_T3_y2017_seqrunA_M
S2017t3M_B1-T3c-Male	B-B1-T3-M	y2017	seqrunA	B	B1	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B1-T3	y2017B1	983	10/24/17	B1T3	300	1	B1_T3_y2017_seqrunA	B1_T3_y2017_seqrunA_M
S2017t3M_B1-T3d-Male	B-B1-T3-M	y2017	seqrunA	B	B1	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B1-T3	y2017B1	984	10/24/17	B1T3	301	1	B1_T3_y2017_seqrunA	B1_T3_y2017_seqrunA_M
S2017t3M_B2-T3a-Male	B-B2-T3-M	y2017	seqrunA	B	B2	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B2-T3	y2017B2	985	10/24/17	B2T3	302	1	B2_T3_y2017_seqrunA	B2_T3_y2017_seqrunA_M
S2017t3M_B2-T3b-Male	B-B2-T3-M	y2017	seqrunA	B	B2	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B2-T3	y2017B2	986	10/24/17	B2T3	303	1	B2_T3_y2017_seqrunA	B2_T3_y2017_seqrunA_M
S2017t3M_B2-T3c-Male	B-B2-T3-M	y2017	seqrunA	B	B2	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B2-T3	y2017B2	987	10/24/17	B2T3	304	1	B2_T3_y2017_seqrunA	B2_T3_y2017_seqrunA_M
S2017t3M_E11-T3b-Male	E-E11-T3-M	y2017	seqrunA	E	E11	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E11-T3	y2017E11	989	10/24/17	E11T3	305	1	E11_T3_y2017_seqrunA	E11_T3_y2017_seqrunA_M
S2017t3M_E13-T3a-Male	E-E13-T3-M	y2017	seqrunA	E	E13	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E13-T3	y2017E13	990	10/24/17	E13T3	306	1	E13_T3_y2017_seqrunA	E13_T3_y2017_seqrunA_M
S2017t3M_E14-T3a-Male	E-E14-T3-M	y2017	seqrunA	E	E14	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E14-T3	y2017E14	991	10/24/17	E14T3	307	1	E14_T3_y2017_seqrunA	E14_T3_y2017_seqrunA_M
S2017t3M_E14-T3b-Male	E-E14-T3-M	y2017	seqrunA	E	E14	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E14-T3	y2017E14	992	10/24/17	E14T3	308	1	E14_T3_y2017_seqrunA	E14_T3_y2017_seqrunA_M
S2017t3M_E16-T3a-Male	E-E16-T3-M	y2017	seqrunA	E	E16	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E16-T3	y2017E16	993	10/24/17	E16T3	309	1	E16_T3_y2017_seqrunA	E16_T3_y2017_seqrunA_M
S2017t3M_E17-T3b-Male	E-E17-T3-M	y2017	seqrunA	E	E17	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E17-T3	y2017E17	994	10/24/17	E17T3	310	1	E17_T3_y2017_seqrunA	E17_T3_y2017_seqrunA_M
S2017t3M_E19-T3a-Male	E-E19-T3-M	y2017	seqrunA	E	E19	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E19-T3	y2017E19	995	10/24/17	E19T3	311	1	E19_T3_y2017_seqrunA	E19_T3_y2017_seqrunA_M
S2017t3M_E19-T3b-Male	E-E19-T3-M	y2017	seqrunA	E	E19	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E19-T3	y2017E19	996	10/24/17	E19T3	312	1	E19_T3_y2017_seqrunA	E19_T3_y2017_seqrunA_M
S2017t3M_E23-T3a-Male	E-E23-T3-M	y2017	seqrunA	E	E23	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E23-T3	y2017E23	997	10/24/17	E23T3	313	1	E23_T3_y2017_seqrunA	E23_T3_y2017_seqrunA_M
S2017t3M_E23-T3b-Male	E-E23-T3-M	y2017	seqrunA	E	E23	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E23-T3	y2017E23	998	10/24/17	E23T3	314	1	E23_T3_y2017_seqrunA	E23_T3_y2017_seqrunA_M
S2017t3M_E30-T3a-Male	E-E30-T3-M	y2017	seqrunA	E	E30	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	E_T3	ET3	E	y2017T3	T3_M	y2017T3M	E	dietpan	B	E30-T3	y2017E30	999	10/24/17	E30T3	315	1	E30_T3_y2017_seqrunA	E30_T3_y2017_seqrunA_M
S2017t3M_ED12-T3b-Male	ED-ED12-T3-M	y2017	seqrunA	ED	ED12	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_M	y2017T3M	ED	dietpan	B	ED12-T3	y2017ED12	1000	10/24/17	ED12T3	316	1	ED12_T3_y2017_seqrunA	ED12_T3_y2017_seqrunA_M
S2017t3M_ED132-T3a-Male	ED-ED132-T3-M	y2017	seqrunA	ED	ED12	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_M	y2017T3M	ED	dietpan	B	ED12-T3	y2017ED12	1001	10/24/17	ED12T3	317	1	ED12_T3_y2017_seqrunA	ED12_T3_y2017_seqrunA_M
S2017t3M_ED18-T3a-Male	ED-ED18-T3-M	y2017	seqrunA	ED	ED18	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_M	y2017T3M	ED	dietpan	B	ED18-T3	y2017ED18	1002	10/24/17	ED18T3	318	1	ED18_T3_y2017_seqrunA	ED18_T3_y2017_seqrunA_M
S2017t3M_ED18-T3b-Male	ED-ED18-T3-M	y2017	seqrunA	ED	ED18	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_M	y2017T3M	ED	dietpan	B	ED18-T3	y2017ED18	1003	10/24/17	ED18T3	319	1	ED18_T3_y2017_seqrunA	ED18_T3_y2017_seqrunA_M
S2017t3M_ED22-T3a-Male	ED-ED22-T3-M	y2017	seqrunA	ED	ED22	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_M	y2017T3M	ED	dietpan	B	ED22-T3	y2017ED22	1004	10/24/17	ED22T3	320	1	ED22_T3_y2017_seqrunA	ED22_T3_y2017_seqrunA_M
S2017t3M_ED22-T3b-Male	ED-ED22-T3-M	y2017	seqrunA	ED	ED22	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_M	y2017T3M	ED	dietpan	B	ED22-T3	y2017ED22	1005	10/24/17	ED22T3	321	1	ED22_T3_y2017_seqrunA	ED22_T3_y2017_seqrunA_M
S2017t3M_ED24-T3a-Male	ED-ED24-T3-M	y2017	seqrunA	ED	ED24	T3	4	M	10/24/17	plate7	SA7SB5	sample	labfood	3	T3	ED_T3	EDT3	na	y2017T3	T3_M	y2017T3M	ED	dietpan	B	ED24-T3	y2017ED24	1006	10/24/17	ED24T3	322	1	ED24_T3_y2017_seqrunA	ED24_T3_y2017_seqrunA_M
