,E10_T1,E10_T2,E10_T3,E10_T4,E10_T5,E1_T1,E1_T2,E1_T3,E1_T4,E1_T5,E2_T1,E2_T2,E2_T3,E2_T4,E2_T5,E3_T1,E3_T2,E3_T3,E3_T4,E3_T5,E4_T1,E4_T2,E4_T3,E4_T4,E4_T5,E5_T1,E5_T2,E5_T3,E5_T4,E5_T5,E6_T1,E6_T2,E6_T3,E6_T4,E6_T5,E7_T1,E7_T2,E7_T3,E7_T4,E7_T5,E8_T1,E8_T2,E8_T3,E8_T4,E8_T5,E9_T1,E9_T2,E9_T3,E9_T4,E9_T5,F10_T1,F10_T2,F10_T4,F10_T5,F1_T1,F1_T2,F1_T3,F1_T4,F1_T5,F2_T1,F2_T2,F2_T3,F2_T4,F2_T5,F3_T1,F3_T2,F3_T3,F3_T4,F3_T5,F4_T1,F4_T2,F4_T3,F4_T4,F4_T5,F5_T1,F5_T2,F5_T3,F5_T4,F5_T5,F6_T1,F6_T2,F6_T3,F6_T4,F6_T5,F7_T1,F7_T2,F7_T4,F7_T5,F8_T1,F8_T2,F8_T4,F8_T5,F9_T1,F9_T2,F9_T4,F9_T5
E4_T1,0.003819007,0.002726826,0.003793756,0.010024122,0.010358684,0.002179778,0.002440397,0.002382546,0.010498883,0.005370398,0.003141765,0.005758164,0.003083901,0.003820967,0.013286677,0.001924492,0.003271562,0.004160975,0.002417782,0.004264165,NA,0.00232159,0.003044657,0.003197776,0.004381733,0.002088119,0.002246893,0.003808702,0.004272898,0.006871535,0.002408172,0.002725212,0.003191827,0.003101161,0.00377726,0.002965736,0.00472222,0.003369521,0.009381251,0.008787946,0.002705577,0.004931438,0.003615574,0.014183035,0.003840459,0.002923248,0.002887346,0.00459264,0.010636381,0.005708309,0.002486179,0.004429432,0.002979208,0.00786311,0.00267148,0.004266077,0.003542068,0.009075753,0.007286845,0.00281052,0.004043231,0.003657421,0.010274217,0.007208932,0.002546322,0.002380355,0.00283573,0.007705092,0.010882915,0.002193977,0.00399284,0.003096233,0.01142931,0.026495946,0.002462996,0.003853297,0.003068918,0.011785952,0.059196744,0.002108169,0.002801172,0.002946913,0.019628848,0.020738297,0.002295617,0.002427159,0.012408181,0.015185775,0.002531203,0.003833836,0.006967003,0.009325791,0.006010324,0.003344156,0.003303178,0.005121345
E4_T2,0.004036053,0.003785045,0.004779613,0.01122004,0.010751483,0.003446468,0.003302678,0.003235117,0.011038638,0.005898308,0.003246482,0.007371359,0.003479409,0.004433227,0.012654939,0.003367234,0.00388097,0.005667741,0.003397966,0.004660229,0.00232159,NA,0.003308355,0.002325807,0.004598134,0.003479041,0.003207384,0.004078315,0.004838545,0.008028932,0.00314572,0.003338482,0.00456885,0.004000882,0.004780063,0.003905706,0.004899908,0.004604841,0.011558009,0.008166973,0.003082082,0.006774744,0.005086758,0.015424404,0.004657611,0.003427737,0.003567047,0.005115887,0.011577086,0.006535573,0.002971373,0.004047746,0.003554422,0.010664284,0.003166097,0.004699583,0.003490363,0.009842338,0.007294875,0.003185456,0.004622006,0.004340157,0.01104092,0.008127936,0.003164188,0.003738521,0.00367209,0.009301813,0.010583512,0.003835218,0.003642326,0.00371059,0.012023817,0.027348627,0.003550879,0.003846139,0.003380943,0.012960521,0.059278987,0.00313677,0.003010094,0.004003937,0.022295017,0.023065892,0.003425298,0.003969437,0.013701324,0.014930878,0.002952969,0.003702572,0.008302533,0.01067831,0.007208266,0.004294427,0.00443787,0.007033718
E4_T3,0.003380685,0.003329999,0.0038223,0.010724748,0.009600714,0.002955929,0.002403777,0.003533727,0.012228514,0.004953053,0.003976149,0.005566626,0.003979761,0.004026536,0.011250856,0.003101875,0.003797483,0.004134229,0.002908274,0.004078495,0.003044657,0.003308355,NA,0.003536776,0.004813974,0.003110388,0.003074832,0.002579527,0.003803313,0.007594183,0.002902522,0.00314206,0.004163693,0.00361387,0.00365355,0.00387526,0.004115652,0.002579585,0.012369252,0.008891072,0.002866176,0.004969881,0.004463435,0.013228606,0.004162286,0.004540135,0.002820625,0.004363966,0.010161038,0.005548035,0.002491796,0.003740626,0.004429793,0.007939431,0.002537051,0.003967214,0.002166764,0.009266583,0.007930395,0.002868932,0.003932355,0.003046483,0.009370357,0.008590758,0.002854853,0.003667131,0.002186089,0.007671355,0.009944077,0.002960236,0.003997872,0.002887945,0.011157878,0.027503985,0.002726862,0.003826727,0.002604593,0.0123897,0.056545346,0.002203651,0.003414074,0.00269194,0.02256568,0.022392996,0.003564127,0.003050859,0.013962647,0.014110927,0.002561456,0.004784382,0.008174286,0.010318553,0.005200502,0.003417063,0.003490425,0.005447603
E4_T4,0.004409711,0.003302023,0.003597336,0.011575446,0.010220192,0.003303722,0.003734592,0.004265315,0.010549785,0.005036992,0.004416165,0.007173466,0.003633078,0.004175846,0.012290353,0.003723326,0.004626,0.005100798,0.003374575,0.004574062,0.003197776,0.002325807,0.003536776,NA,0.005544134,0.004127959,0.003019718,0.004262258,0.004194502,0.007647259,0.002714888,0.003267752,0.004438883,0.003248338,0.004800195,0.004273522,0.005181544,0.004022859,0.01120341,0.007389649,0.003764305,0.005839042,0.004900788,0.014196057,0.003998183,0.004296542,0.004192353,0.005303611,0.010049849,0.005925476,0.00319402,0.00304453,0.003855352,0.010353649,0.003473555,0.004280889,0.003150065,0.010510742,0.006558023,0.002277279,0.004265616,0.004222452,0.011069626,0.00740694,0.003086742,0.003612969,0.00317647,0.009212285,0.00865618,0.004209695,0.004053952,0.003273135,0.01274091,0.028138187,0.004074719,0.00463207,0.002785044,0.011869719,0.057167943,0.003239276,0.003280685,0.003352625,0.022495276,0.023902582,0.003597642,0.00355468,0.015032257,0.013378629,0.002881541,0.00358183,0.007741866,0.009717242,0.006660629,0.003971545,0.004017188,0.006418443
E4_T5,0.005964749,0.004836615,0.005624522,0.011025253,0.012893237,0.004388367,0.003948326,0.00466832,0.013164011,0.006129368,0.004936657,0.007279561,0.005066648,0.005317607,0.012283962,0.004550947,0.005103804,0.006422313,0.00419243,0.005431373,0.004381733,0.004598134,0.004813974,0.005544134,NA,0.003855846,0.004623094,0.004430647,0.005071676,0.007731919,0.004402032,0.004080388,0.006170957,0.005256308,0.005343369,0.005369741,0.006158795,0.004573152,0.011997278,0.009323976,0.004500024,0.006875778,0.006183753,0.017423971,0.005722725,0.004755677,0.004174915,0.005407381,0.012162527,0.00665887,0.004185806,0.005622371,0.005706327,0.009462921,0.004100368,0.006401058,0.003992793,0.011825836,0.009526293,0.003946309,0.005885804,0.005190219,0.012025652,0.010276729,0.004720502,0.004482333,0.004093596,0.01020701,0.011373016,0.004600942,0.005701508,0.005593867,0.0145223,0.028156445,0.00435394,0.00544064,0.004479231,0.01465499,0.062118807,0.003930635,0.004616851,0.005211888,0.023259579,0.024944472,0.004144956,0.004649371,0.01472575,0.015899812,0.004234296,0.006006689,0.009286939,0.012900202,0.00708525,0.004942169,0.006489197,0.007800922
E5_T1,0.003823515,0.002780663,0.003845669,0.009932068,0.009948112,0.002390942,0.002149608,0.002248678,0.01176542,0.004713816,0.003703085,0.004755162,0.002735542,0.004152506,0.011276986,0.002634582,0.003531049,0.003898745,0.002799668,0.004205712,0.002088119,0.003479041,0.003110388,0.004127959,0.003855846,NA,0.002557573,0.002524622,0.003005571,0.006067054,0.002707527,0.002689254,0.004233717,0.004279087,0.003932998,0.003322017,0.003739346,0.002473331,0.010621496,0.007993097,0.002962512,0.004524384,0.00378375,0.013309055,0.00370138,0.002439168,0.001618432,0.003307182,0.009593524,0.005319503,0.001974729,0.004034738,0.004299786,0.007609347,0.002395136,0.004017316,0.00332441,0.009755111,0.008505162,0.002558277,0.00411489,0.003413904,0.00929551,0.009080608,0.002837331,0.002643568,0.002602605,0.007860588,0.011396661,0.002357456,0.003888248,0.003976471,0.012159604,0.028401215,0.002013486,0.004026254,0.002520795,0.01304108,0.058748629,0.00168469,0.003334823,0.003727445,0.021703721,0.02179997,0.002390718,0.002377633,0.013301605,0.01595449,0.002757601,0.004202802,0.007599357,0.010294972,0.00525316,0.002750358,0.004591008,0.005481313
E5_T2,0.002699264,0.001800566,0.003507453,0.00859905,0.008425364,0.002806183,0.001678448,0.002805855,0.010404778,0.004556571,0.003102816,0.005478246,0.002424331,0.003849489,0.010731347,0.002373492,0.002830483,0.003890794,0.002254137,0.003362363,0.002246893,0.003207384,0.003074832,0.003019718,0.004623094,0.002557573,NA,0.00264718,0.003252499,0.005359796,0.002000071,0.002054327,0.003574981,0.002723582,0.003155477,0.002315875,0.004101688,0.002602047,0.010484345,0.006179966,0.002272974,0.003876573,0.003545971,0.013027073,0.002712736,0.002504449,0.001880693,0.003136449,0.009053654,0.003587997,0.001773471,0.003006822,0.002843798,0.008702319,0.002144098,0.003026755,0.00258708,0.008790614,0.006244219,0.00191162,0.002531478,0.002746263,0.009106853,0.006528735,0.002143857,0.002206329,0.001874002,0.007645931,0.007899548,0.001854412,0.002535202,0.002629075,0.010125683,0.027411059,0.002323411,0.002544639,0.0018811,0.011329555,0.057452942,0.002519103,0.002169982,0.002380333,0.021262381,0.02160256,0.002725786,0.001940955,0.013613557,0.013453168,0.002385388,0.002582161,0.007517487,0.0083611,0.005836275,0.003043312,0.003275556,0.005198411
E5_T3,0.003325664,0.002747033,0.003296745,0.009487861,0.010075137,0.0030168,0.002482814,0.003322861,0.011804157,0.004532765,0.00389208,0.005440572,0.002509384,0.003822987,0.011299834,0.003869701,0.004161974,0.004068424,0.00317637,0.004272522,0.003808702,0.004078315,0.002579527,0.004262258,0.004430647,0.002524622,0.00264718,NA,0.002505212,0.005768039,0.002966709,0.003107329,0.004286028,0.004110235,0.003996594,0.003776821,0.003091015,0.002493578,0.010954043,0.007859716,0.003495503,0.003819965,0.004233767,0.013271662,0.003770779,0.002992617,0.002142189,0.003133192,0.009864544,0.004862548,0.0025054,0.003619601,0.004426635,0.007745333,0.002683987,0.003357782,0.002775102,0.00906693,0.009089678,0.002900842,0.004516906,0.003570926,0.009484048,0.009127471,0.003034074,0.003467528,0.002240839,0.007222533,0.009979216,0.002924464,0.004393433,0.003748922,0.012650292,0.027649299,0.002943299,0.003867605,0.002536751,0.014194496,0.056916454,0.00235082,0.00341706,0.003484562,0.021980143,0.022763687,0.003595498,0.003231319,0.013819434,0.015631263,0.003086507,0.005051808,0.008138073,0.010708949,0.005440832,0.003629272,0.004254933,0.005616788
E5_T4,0.004299859,0.003104502,0.003469723,0.009410673,0.008845141,0.002740062,0.003165254,0.004192125,0.009821252,0.003779237,0.004355088,0.004393942,0.002332749,0.00286263,0.010769048,0.003680219,0.003585458,0.003892133,0.002608294,0.004069757,0.004272898,0.004838545,0.003803313,0.004194502,0.005071676,0.003005571,0.003252499,0.002505212,NA,0.004764778,0.00321753,0.002464533,0.003999491,0.003682543,0.004025263,0.003364012,0.003027916,0.002750553,0.01022415,0.007043255,0.0032135,0.003652304,0.003485822,0.011528358,0.003210176,0.003250349,0.003339148,0.003537168,0.008691307,0.005111922,0.002746366,0.003450064,0.003937924,0.008523374,0.003240886,0.003464347,0.003123203,0.010039936,0.007696371,0.00273306,0.004173221,0.003158779,0.009385054,0.007820167,0.002980507,0.004135244,0.002795798,0.007734523,0.010068572,0.003599911,0.004355564,0.003755785,0.012473679,0.02736921,0.003710042,0.004299685,0.002698748,0.013346266,0.05353794,0.002520004,0.003070234,0.003510322,0.02281106,0.022476503,0.004242352,0.00336299,0.013946751,0.01597118,0.002176276,0.004723091,0.007136796,0.009219242,0.005884363,0.003421229,0.004657112,0.005230097
E5_T5,0.00847913,0.005119487,0.006510808,0.009094131,0.011725882,0.005438936,0.005830413,0.006613407,0.012473767,0.007799638,0.006443255,0.007193008,0.005509496,0.004965471,0.011350431,0.00621551,0.006111353,0.005603269,0.005016321,0.005981629,0.006871535,0.008028932,0.007594183,0.007647259,0.007731919,0.006067054,0.005359796,0.005768039,0.004764778,NA,0.006610384,0.005528876,0.007004148,0.006666008,0.007406754,0.006553624,0.005802548,0.005284339,0.011713308,0.010397518,0.006614107,0.005917737,0.005737487,0.017225836,0.005467538,0.005441758,0.005901397,0.004721156,0.009661567,0.006558209,0.006496726,0.007971727,0.006616811,0.010646052,0.005741811,0.006033655,0.007180975,0.013480991,0.011779206,0.00591784,0.007556903,0.006293957,0.01280047,0.011146709,0.006372064,0.007491462,0.004885586,0.011454038,0.012443204,0.006106413,0.007908885,0.006752518,0.016660874,0.033621556,0.007173852,0.008795394,0.005821369,0.017130711,0.061118795,0.005673343,0.006480489,0.006017515,0.025693614,0.025714966,0.007359293,0.006443392,0.016303265,0.020012385,0.006238459,0.008742705,0.01069003,0.013704519,0.009192014,0.00757841,0.007550132,0.008662641
E6_T1,0.003279519,0.002133675,0.003428926,0.00904238,0.009985347,0.002029384,0.001712059,0.003195663,0.011554528,0.004689075,0.00276735,0.005168502,0.002846759,0.003740121,0.010335243,0.001932542,0.002704932,0.003850135,0.002479298,0.003065088,0.002408172,0.00314572,0.002902522,0.002714888,0.004402032,0.002707527,0.002000071,0.002966709,0.00321753,0.006610384,NA,0.001951916,0.003925625,0.002659658,0.00361572,0.002491031,0.004189589,0.00289692,0.010860102,0.006559815,0.002084258,0.00419332,0.004243929,0.013505757,0.003539184,0.002954765,0.003087075,0.004103101,0.009554493,0.004423575,0.00144881,0.00293174,0.003509197,0.008291507,0.001570758,0.002930331,0.002325027,0.009526429,0.006528706,0.001330485,0.002967318,0.002805221,0.009952852,0.007512363,0.001445548,0.002135591,0.001833328,0.008755939,0.007425426,0.00156542,0.003139717,0.00284724,0.012609316,0.027162813,0.002292184,0.00273585,0.001548065,0.012535165,0.055650479,0.001950104,0.001876838,0.002148064,0.020460915,0.021771107,0.00204138,0.001679186,0.013886594,0.012121863,0.00131519,0.00298693,0.007546315,0.009390625,0.004900012,0.002393198,0.003232915,0.005451549
E6_T2,0.003408362,0.002216748,0.003540328,0.008574187,0.008855791,0.002374549,0.001896016,0.002666003,0.010570666,0.004238422,0.003037285,0.004306487,0.002520408,0.00305926,0.010236806,0.00206422,0.002556108,0.003486573,0.001985544,0.00297876,0.002725212,0.003338482,0.00314206,0.003267752,0.004080388,0.002689254,0.002054327,0.003107329,0.002464533,0.005528876,0.001951916,NA,0.002665135,0.001884557,0.002635593,0.002360277,0.00354797,0.002979961,0.010056908,0.006424326,0.002011725,0.003792107,0.00363443,0.0122026,0.002707148,0.003014698,0.002851704,0.003844467,0.008317569,0.0037905,0.002001456,0.003280026,0.003033035,0.007589123,0.002335867,0.002979193,0.002528589,0.008769961,0.006385335,0.001758226,0.002636585,0.002470303,0.008906689,0.00672908,0.002174426,0.002421302,0.002068051,0.007396649,0.009045539,0.002236977,0.003022988,0.002708666,0.01030345,0.026857718,0.00237898,0.003062504,0.00191031,0.011166784,0.057020887,0.002095464,0.002142688,0.002597858,0.020899819,0.020332143,0.002396449,0.002097356,0.01242408,0.012230119,0.002019042,0.003508607,0.007466454,0.008578458,0.005364064,0.003283612,0.003294162,0.005137064
E6_T3,0.005792018,0.003746759,0.004205609,0.01124142,0.011572042,0.003835415,0.003718606,0.004294322,0.011398687,0.004753235,0.005567149,0.005684712,0.003512945,0.003578307,0.013033586,0.003561854,0.005247177,0.004149123,0.003211406,0.005501308,0.003191827,0.00456885,0.004163693,0.004438883,0.006170957,0.004233717,0.003574981,0.004286028,0.003999491,0.007004148,0.003925625,0.002665135,NA,0.002491685,0.003634462,0.004284187,0.004255576,0.003686524,0.009235104,0.009391259,0.004124426,0.004181999,0.004188669,0.01261794,0.004312043,0.004333219,0.004468003,0.005318166,0.009188451,0.006364852,0.00412693,0.004465263,0.002910042,0.007846952,0.004032005,0.004318531,0.004537458,0.008974945,0.00832751,0.004321256,0.004787672,0.004282619,0.010376315,0.007303834,0.004336736,0.004152866,0.003385738,0.007511408,0.011606412,0.004350552,0.005403112,0.00379938,0.012177327,0.028914391,0.004902745,0.005529798,0.003939963,0.011202291,0.058375276,0.003404408,0.004529681,0.00372228,0.020839716,0.02017021,0.005072663,0.004221393,0.012719396,0.015484074,0.00395832,0.005943018,0.006965281,0.009121606,0.007167457,0.004477768,0.003161242,0.004835171
E6_T4,0.004251018,0.002729277,0.003805436,0.010000055,0.009652633,0.00317048,0.002726567,0.003728041,0.010370257,0.004547796,0.004454697,0.004961029,0.003834845,0.003570448,0.011623384,0.002635463,0.003940514,0.004490189,0.002679704,0.003827426,0.003101161,0.004000882,0.00361387,0.003248338,0.005256308,0.004279087,0.002723582,0.004110235,0.003682543,0.006666008,0.002659658,0.001884557,0.002491685,NA,0.003290314,0.003161388,0.004603818,0.003264148,0.009523119,0.007381206,0.003134418,0.004573568,0.00359878,0.012181767,0.003384769,0.004897956,0.003873478,0.005144858,0.009288919,0.004869506,0.003037055,0.003552915,0.002852092,0.007738518,0.002987022,0.003858397,0.002822698,0.008344426,0.005863603,0.002861498,0.003038405,0.002877508,0.008730671,0.00628047,0.003213161,0.003478956,0.00276278,0.007301693,0.008779572,0.003278569,0.003617471,0.003007127,0.010555161,0.025210258,0.003764983,0.003672471,0.002672528,0.009529619,0.057493531,0.003089312,0.003131556,0.003002511,0.019964795,0.020106082,0.003693492,0.003205891,0.01155185,0.012795269,0.002627389,0.00376302,0.006824935,0.008378615,0.006190402,0.003763119,0.002441631,0.004982153
E6_T5,0.004050563,0.003507294,0.004372355,0.009811495,0.009827678,0.003920869,0.003053264,0.003826921,0.011452756,0.005173408,0.005378279,0.005530993,0.003698974,0.004276858,0.011943296,0.00379114,0.004714861,0.005351189,0.003377836,0.00428819,0.00377726,0.004780063,0.00365355,0.004800195,0.005343369,0.003932998,0.003155477,0.003996594,0.004025263,0.007406754,0.00361572,0.002635593,0.003634462,0.003290314,NA,0.00411057,0.005157813,0.003577057,0.011859375,0.007856791,0.003536704,0.005158288,0.004469851,0.012546829,0.003293707,0.004417648,0.003795049,0.005034381,0.009870246,0.004867467,0.002865769,0.005028172,0.003879177,0.008446327,0.003758485,0.004265387,0.003572206,0.008093253,0.008311061,0.003664958,0.003989157,0.003940269,0.009472661,0.007007605,0.003519223,0.003541963,0.003374068,0.0065662,0.011045946,0.003743986,0.0040093,0.003680565,0.009706647,0.024870265,0.003570961,0.004318077,0.003320507,0.012046894,0.057816635,0.00347929,0.003824981,0.003888864,0.021974313,0.022361411,0.004024729,0.003561187,0.011518709,0.014501472,0.003634152,0.004643337,0.008174766,0.008692701,0.006040994,0.004375026,0.003846366,0.005576172
E7_T1,0.002365908,0.002085561,0.00379349,0.009291232,0.007842949,0.003058453,0.002918489,0.003880745,0.010421709,0.005761802,0.003337219,0.00534651,0.003146017,0.00393562,0.011985832,0.002276861,0.003025723,0.00453065,0.002500177,0.002721214,0.002965736,0.003905706,0.00387526,0.004273522,0.005369741,0.003322017,0.002315875,0.003776821,0.003364012,0.006553624,0.002491031,0.002360277,0.004284187,0.003161388,0.00411057,NA,0.004074573,0.003382685,0.009761587,0.005884194,0.002407105,0.004121155,0.003035249,0.011705721,0.002987791,0.003563901,0.003445645,0.00397454,0.007972086,0.00481964,0.002130224,0.004061216,0.00300514,0.008578234,0.003442762,0.003540655,0.003260423,0.007981873,0.004812587,0.002353857,0.002540153,0.003077557,0.007607683,0.005941701,0.002489045,0.003228207,0.002595354,0.007364227,0.007831642,0.002900218,0.002914497,0.002991616,0.008810904,0.026649359,0.00318691,0.002543874,0.00268453,0.010327845,0.055924877,0.002642117,0.001564547,0.002718177,0.022693104,0.020332939,0.00321241,0.002951333,0.012413318,0.01361223,0.002440702,0.002864999,0.007394845,0.008060102,0.007088505,0.004185584,0.003438077,0.005338759
E7_T2,0.004902569,0.004287694,0.003673962,0.009894223,0.00921608,0.003017045,0.003770032,0.004186367,0.009598177,0.00503866,0.003796524,0.003843638,0.003372394,0.003150749,0.011737986,0.004469917,0.004351564,0.003842156,0.00338974,0.005256466,0.00472222,0.004899908,0.004115652,0.005181544,0.006158795,0.003739346,0.004101688,0.003091015,0.003027916,0.005802548,0.004189589,0.00354797,0.004255576,0.004603818,0.005157813,0.004074573,NA,0.00308113,0.00979967,0.008260875,0.004129983,0.003741246,0.003902799,0.012174128,0.004393133,0.003648853,0.003876676,0.004566428,0.009220384,0.006237288,0.003870251,0.004811432,0.003927338,0.007920984,0.003662628,0.002932377,0.004071387,0.009213715,0.009076684,0.004400003,0.005383159,0.00327365,0.009271297,0.009820898,0.003782131,0.005492746,0.003059295,0.007602384,0.011645298,0.004761967,0.005741046,0.004029338,0.013068527,0.029150476,0.004298377,0.005427321,0.003510662,0.013451295,0.056109887,0.002677487,0.004087695,0.004286458,0.022885492,0.021701623,0.005432064,0.004585684,0.013492956,0.018425041,0.004161502,0.006617184,0.008199019,0.010948574,0.006567516,0.004519648,0.004572927,0.004851224
E7_T3,0.003128146,0.002496198,0.002603836,0.008742418,0.008425579,0.002413969,0.001949545,0.003220981,0.01153797,0.003630805,0.003668719,0.004706323,0.00270553,0.003172172,0.009596626,0.002972453,0.003733604,0.003007303,0.002364133,0.003116376,0.003369521,0.004604841,0.002579585,0.004022859,0.004573152,0.002473331,0.002602047,0.002493578,0.002750553,0.005284339,0.00289692,0.002979961,0.003686524,0.003264148,0.003577057,0.003382685,0.00308113,NA,0.010534059,0.007380607,0.003114367,0.003327208,0.002977105,0.012055978,0.0036685,0.003417445,0.002493432,0.003172065,0.009035029,0.004210171,0.00193661,0.003336939,0.00401047,0.006487331,0.002117203,0.003122427,0.002295905,0.008720436,0.007383544,0.002328349,0.003544873,0.00247304,0.007885304,0.008104036,0.002479041,0.003443697,0.001531762,0.006706413,0.009354945,0.002690787,0.003748856,0.002839311,0.011561308,0.026414154,0.00253458,0.003653377,0.001778046,0.012259721,0.05536782,0.001722427,0.0030962,0.002149228,0.021419607,0.021666115,0.002921848,0.002211375,0.01323629,0.015137806,0.002480886,0.004589256,0.007300325,0.009531308,0.004343412,0.003054555,0.003002514,0.004257408
E7_T4,0.012999295,0.009603205,0.00994808,0.018041659,0.017750822,0.009189513,0.010722195,0.010800652,0.015106797,0.012436006,0.011409063,0.011133868,0.010994649,0.009400372,0.018750944,0.009356419,0.011265327,0.010174044,0.008757582,0.010315434,0.009381251,0.011558009,0.012369252,0.01120341,0.011997278,0.010621496,0.010484345,0.010954043,0.01022415,0.011713308,0.010860102,0.010056908,0.009235104,0.009523119,0.011859375,0.009761587,0.00979967,0.010534059,NA,0.016506936,0.01132817,0.01050349,0.009764297,0.019033015,0.011312149,0.010455795,0.011058155,0.011624803,0.015421713,0.013482154,0.011454283,0.013364469,0.008885326,0.012722059,0.011408288,0.012487853,0.012051951,0.014828007,0.015049245,0.01180547,0.012283673,0.011080149,0.015136532,0.013040162,0.01097348,0.011326142,0.009762249,0.013375955,0.019196215,0.010915178,0.012817133,0.011109587,0.019726973,0.038097499,0.01198134,0.013385295,0.011583773,0.018308247,0.067357117,0.010064531,0.010724221,0.010567702,0.029752177,0.025060553,0.01184413,0.011523473,0.018084555,0.022118266,0.010269927,0.013970113,0.013605965,0.01719839,0.015539178,0.012603485,0.009948007,0.012257465
E7_T5,0.00620832,0.006754081,0.007734021,0.012921307,0.011388321,0.008147094,0.007111449,0.007976599,0.01338094,0.008762961,0.007373235,0.009918443,0.005862013,0.007463301,0.014331864,0.008455019,0.008025158,0.009946904,0.007418737,0.007437638,0.008787946,0.008166973,0.008891072,0.007389649,0.009323976,0.007993097,0.006179966,0.007859716,0.007043255,0.010397518,0.006559815,0.006424326,0.009391259,0.007381206,0.007856791,0.005884194,0.008260875,0.007380607,0.016506936,NA,0.008094731,0.008968662,0.007259947,0.015587772,0.006685141,0.007530207,0.006496602,0.007941465,0.014196179,0.007664433,0.006095907,0.007251492,0.00849482,0.015542322,0.007323849,0.007009073,0.006350066,0.013765299,0.008769971,0.005993222,0.006244626,0.006359034,0.012960687,0.01009839,0.005756405,0.007959944,0.006922464,0.011980851,0.010437652,0.007673066,0.006231857,0.007537002,0.013225738,0.031252123,0.00774162,0.006324144,0.006163528,0.01627817,0.059007849,0.007205387,0.005677694,0.007841784,0.027509731,0.02802711,0.0081807,0.006820005,0.018805929,0.018393606,0.006873346,0.005317669,0.012215336,0.012642622,0.010309766,0.007774025,0.008834241,0.010489476
E8_T1,0.003328628,0.002808967,0.004329772,0.008810688,0.009358255,0.002284806,0.001930576,0.003443709,0.01125541,0.0048864,0.002504974,0.005004561,0.003599841,0.004406313,0.010494292,0.0019201,0.002707506,0.004318033,0.002519676,0.003470972,0.002705577,0.003082082,0.002866176,0.003764305,0.004500024,0.002962512,0.002272974,0.003495503,0.0032135,0.006614107,0.002084258,0.002011725,0.004124426,0.003134418,0.003536704,0.002407105,0.004129983,0.003114367,0.01132817,0.008094731,NA,0.004975925,0.003843424,0.01322536,0.003418465,0.003390335,0.003395466,0.003791641,0.009437277,0.004636014,0.002026346,0.00405274,0.003443728,0.0078438,0.001983166,0.003634523,0.002415973,0.009371032,0.006792727,0.00244396,0.003130208,0.002907942,0.009831952,0.008204523,0.002452979,0.002842908,0.002522731,0.008405946,0.008704218,0.00292535,0.003673616,0.003479216,0.011694089,0.026055776,0.002251435,0.003027182,0.002444569,0.011867987,0.056955984,0.002238428,0.001981746,0.002504152,0.021230864,0.023629599,0.002663185,0.002460919,0.013013741,0.013496818,0.001854055,0.003466232,0.008134848,0.009926293,0.005351188,0.003136464,0.004016989,0.005670625
E8_T2,0.005333505,0.003458626,0.004316502,0.01053045,0.010633462,0.004231643,0.004092009,0.005531704,0.011676241,0.006288526,0.005850538,0.004066515,0.004257905,0.004382053,0.01319415,0.004453599,0.004854393,0.003589554,0.003616577,0.004891015,0.004931438,0.006774744,0.004969881,0.005839042,0.006875778,0.004524384,0.003876573,0.003819965,0.003652304,0.005917737,0.00419332,0.003792107,0.004181999,0.004573568,0.005158288,0.004121155,0.003741246,0.003327208,0.01050349,0.008968662,0.004975925,NA,0.003507956,0.013393763,0.003908063,0.004532138,0.004542771,0.004540854,0.009336756,0.006997889,0.004379695,0.005589478,0.004997011,0.007622802,0.004789658,0.003902769,0.00502953,0.008682034,0.008912331,0.003558066,0.005715546,0.004500098,0.008933869,0.009123924,0.004571558,0.004527532,0.003495912,0.007852581,0.011181202,0.004266989,0.006508943,0.004902678,0.013066972,0.028899198,0.004975741,0.005675225,0.00402759,0.012242134,0.059696092,0.004025317,0.005153328,0.004160152,0.021154357,0.020588447,0.005017657,0.004252013,0.013217517,0.018096002,0.004527803,0.007429902,0.00825673,0.0096721,0.00781488,0.005303009,0.004067784,0.00469177
E8_T3,0.00397736,0.002797248,0.003236681,0.008820498,0.007108443,0.003142214,0.003413018,0.003912978,0.010109383,0.005292959,0.004536,0.004814088,0.003328761,0.003794473,0.012270178,0.003791589,0.004118554,0.004259706,0.002804594,0.00407267,0.003615574,0.005086758,0.004463435,0.004900788,0.006183753,0.00378375,0.003545971,0.004233767,0.003485822,0.005737487,0.004243929,0.00363443,0.004188669,0.00359878,0.004469851,0.003035249,0.003902799,0.002977105,0.009764297,0.007259947,0.003843424,0.003507956,NA,0.01190085,0.003154711,0.003816523,0.003109433,0.003640376,0.010090502,0.005434818,0.003733038,0.004778588,0.003812697,0.007947382,0.003731362,0.003918158,0.004057412,0.008496925,0.007178836,0.003651117,0.004541854,0.003111829,0.008099651,0.008025929,0.003768104,0.00456608,0.003171997,0.007450219,0.011001506,0.004416789,0.004848965,0.004142929,0.011416731,0.026196616,0.004089386,0.004760156,0.003230521,0.011702735,0.056054832,0.002788781,0.003673695,0.003760124,0.021843144,0.021441117,0.004278588,0.003734235,0.012654563,0.016520484,0.003504063,0.005145633,0.006869584,0.009107359,0.007241408,0.005076363,0.004052105,0.004989433
