,E10_T1,E10_T2,E10_T3,E10_T4,E10_T5,E1_T1,E1_T2,E1_T3,E1_T4,E1_T5,E2_T1,E2_T2,E2_T3,E2_T4,E2_T5,E3_T1,E3_T2,E3_T3,E3_T4,E3_T5,E4_T1,E4_T2,E4_T3,E4_T4,E4_T5,E5_T1,E5_T2,E5_T3,E5_T4,E5_T5,E6_T1,E6_T2,E6_T3,E6_T4,E6_T5,E7_T1,E7_T2,E7_T3,E7_T4,E7_T5,E8_T1,E8_T2,E8_T3,E8_T4,E8_T5,E9_T1,E9_T2,E9_T3,E9_T4,E9_T5,F10_T1,F10_T2,F10_T4,F10_T5,F1_T1,F1_T2,F1_T3,F1_T4,F1_T5,F2_T1,F2_T2,F2_T3,F2_T4,F2_T5,F3_T1,F3_T2,F3_T3,F3_T4,F3_T5,F4_T1,F4_T2,F4_T3,F4_T4,F4_T5,F5_T1,F5_T2,F5_T3,F5_T4,F5_T5,F6_T1,F6_T2,F6_T3,F6_T4,F6_T5,F7_T1,F7_T2,F7_T4,F7_T5,F8_T1,F8_T2,F8_T4,F8_T5,F9_T1,F9_T2,F9_T4,F9_T5
F3_T3,0.003344334,0.002044581,0.002637301,0.00795299,0.008517598,0.002102531,0.001622945,0.002857663,0.010850113,0.003664078,0.003094039,0.004688343,0.002412987,0.00249402,0.00878488,0.002139268,0.002679771,0.003042256,0.001830506,0.002308811,0.00283573,0.00367209,0.002186089,0.00317647,0.004093596,0.002602605,0.001874002,0.002240839,0.002795798,0.004885586,0.001833328,0.002068051,0.003385738,0.00276278,0.003374068,0.002595354,0.003059295,0.001531762,0.009762249,0.006922464,0.002522731,0.003495912,0.003171997,0.012557848,0.002731783,0.002952326,0.002359282,0.003117621,0.008328274,0.003780539,0.001594266,0.003285341,0.00288264,0.005784035,0.001852378,0.00245442,0.001809796,0.008660643,0.007004286,0.001996052,0.002349813,0.002118184,0.008189664,0.007032311,0.002129693,0.002622192,NA,0.006998865,0.008114534,0.00216345,0.002942101,0.001981813,0.010958728,0.026972689,0.002511073,0.002859083,0.001545784,0.011674804,0.054167371,0.001574689,0.002194611,0.001558879,0.021492431,0.021066133,0.002573328,0.00209925,0.012757929,0.01304713,0.001949286,0.003998921,0.006498544,0.008678052,0.004231489,0.002769169,0.002699572,0.004307559
F3_T4,0.006688977,0.007151538,0.00749612,0.013758314,0.011873799,0.008279706,0.006967909,0.008115419,0.01447457,0.008917634,0.009884871,0.008613379,0.007187509,0.007647635,0.015934374,0.008223579,0.009241361,0.009005678,0.007308743,0.00794108,0.007705092,0.009301813,0.007671355,0.009212285,0.01020701,0.007860588,0.007645931,0.007222533,0.007734523,0.011454038,0.008755939,0.007396649,0.007511408,0.007301693,0.0065662,0.007364227,0.007602384,0.006706413,0.013375955,0.011980851,0.008405946,0.007852581,0.007450219,0.013624466,0.006935287,0.009213408,0.007619792,0.008311437,0.013228396,0.009905006,0.007181643,0.00890371,0.006685129,0.011544593,0.008701332,0.006810138,0.007727691,0.003615119,0.011109862,0.008553922,0.007450912,0.0071524,0.006541851,0.009912635,0.008574579,0.008424321,0.006998865,NA,0.013819578,0.00850317,0.007821582,0.007102399,0.00931389,0.028378424,0.007624211,0.008159214,0.007395513,0.0146253,0.058928063,0.007017461,0.007693311,0.007408906,0.024477639,0.020372051,0.008754407,0.0085698,0.013501885,0.018480662,0.008519974,0.008873727,0.010953164,0.011651553,0.011220826,0.008325322,0.006368661,0.007731172
F3_T5,0.00867091,0.008148403,0.009531368,0.015426205,0.014611317,0.009997307,0.008346705,0.011333838,0.018158501,0.010483011,0.0089523,0.01312024,0.009260967,0.010305497,0.015844309,0.009413888,0.009639388,0.011367682,0.009759541,0.009171233,0.010882915,0.010583512,0.009944077,0.00865618,0.011373016,0.011396661,0.007899548,0.009979216,0.010068572,0.012443204,0.007425426,0.009045539,0.011606412,0.008779572,0.011045946,0.007831642,0.011645298,0.009354945,0.019196215,0.010437652,0.008704218,0.011181202,0.011001506,0.019427116,0.00931481,0.010930211,0.010571234,0.010350985,0.014767023,0.010555408,0.007328096,0.008426482,0.009871504,0.016129492,0.008497355,0.007571031,0.007794184,0.015260738,0.009100965,0.006894616,0.007993903,0.008205737,0.014765006,0.012363094,0.008363055,0.009808619,0.008114534,0.013819578,NA,0.009603372,0.0079754,0.008249626,0.016001589,0.034143572,0.009483846,0.00768364,0.008020557,0.018129898,0.058918104,0.010011987,0.007236843,0.007780004,0.02975371,0.029269243,0.009186918,0.008671523,0.021780619,0.017089266,0.008035859,0.007654263,0.015355977,0.015161467,0.011913753,0.009832692,0.009297788,0.011777626
F4_T1,0.002942233,0.002299258,0.003654881,0.008706789,0.009643235,0.002033698,0.001522384,0.002636507,0.012214954,0.004772093,0.00321277,0.00522964,0.002872107,0.004209317,0.011059135,0.002004696,0.003013261,0.003509276,0.002702095,0.003414679,0.002193977,0.003835218,0.002960236,0.004209695,0.004600942,0.002357456,0.001854412,0.002924464,0.003599911,0.006106413,0.00156542,0.002236977,0.004350552,0.003278569,0.003743986,0.002900218,0.004761967,0.002690787,0.010915178,0.007673066,0.00292535,0.004266989,0.004416789,0.012984501,0.003568594,0.003050479,0.00271816,0.003602468,0.00966932,0.004179689,0.001352249,0.003176357,0.004426741,0.008558949,0.001877776,0.003542969,0.003073542,0.00975605,0.007419609,0.001769718,0.00337688,0.00278397,0.010136021,0.008356592,0.001356841,0.002243963,0.00216345,0.00850317,0.009603372,NA,0.002945023,0.003230724,0.012777235,0.027416629,0.001859259,0.002928694,0.002061506,0.013027427,0.05848935,0.001715032,0.002934967,0.002204117,0.021032805,0.021137297,0.002092518,0.001318505,0.014494939,0.014472545,0.001854208,0.003536092,0.008047331,0.010162542,0.004621703,0.002799557,0.003911779,0.005781883
F4_T2,0.002395081,0.002876747,0.004124304,0.010308222,0.008262753,0.004330106,0.00260218,0.003745799,0.011688467,0.005108359,0.004104638,0.006849117,0.003284928,0.004247072,0.011259235,0.003629729,0.004379635,0.005609795,0.003561688,0.00391466,0.00399284,0.003642326,0.003997872,0.004053952,0.005701508,0.003888248,0.002535202,0.004393433,0.004355564,0.007908885,0.003139717,0.003022988,0.005403112,0.003617471,0.0040093,0.002914497,0.005741046,0.003748856,0.012817133,0.006231857,0.003673616,0.006508943,0.004848965,0.011889649,0.003832033,0.004586823,0.003413952,0.004828711,0.01031483,0.00474347,0.001785126,0.002741393,0.004118082,0.010777006,0.003736205,0.003489839,0.002736957,0.009535172,0.005425175,0.002605684,0.002423104,0.00251564,0.008665494,0.006697822,0.002551349,0.003853749,0.002942101,0.007821582,0.0079754,0.002945023,NA,0.00309006,0.008767002,0.026302616,0.003003423,0.002258838,0.002567957,0.01098779,0.055478763,0.003211909,0.002391298,0.002936182,0.02295294,0.023536877,0.003293446,0.003037385,0.014135244,0.01316305,0.002694967,0.002048763,0.008363475,0.008551699,0.006271238,0.003776828,0.00415013,0.005513313
F4_T3,0.003333364,0.002799899,0.003299694,0.009379913,0.00875327,0.003109104,0.002950128,0.003748255,0.011411709,0.004763965,0.003693068,0.006222288,0.003223416,0.002938259,0.01062306,0.003183797,0.003917291,0.003893834,0.002782422,0.003890282,0.003096233,0.00371059,0.002887945,0.003273135,0.005593867,0.003976471,0.002629075,0.003748922,0.003755785,0.006752518,0.00284724,0.002708666,0.00379938,0.003007127,0.003680565,0.002991616,0.004029338,0.002839311,0.011109587,0.007537002,0.003479216,0.004902678,0.004142929,0.01253854,0.003307497,0.004432472,0.003837445,0.004928207,0.009093618,0.005370385,0.002147887,0.00302769,0.002858292,0.008104589,0.002941338,0.002640345,0.002752746,0.008436171,0.006089769,0.002730146,0.002953396,0.002376598,0.008727254,0.006335957,0.002650864,0.003743145,0.001981813,0.007102399,0.008249626,0.003230724,0.00309006,NA,0.009593786,0.027163212,0.003631626,0.003111338,0.001881334,0.011888427,0.056108969,0.002325347,0.002959468,0.002361697,0.022412883,0.020583036,0.003278968,0.002867029,0.014412624,0.013260435,0.002728723,0.003676553,0.00754747,0.008321095,0.005321879,0.003589717,0.00310236,0.004812058
F4_T4,0.009578992,0.011270984,0.012914202,0.019428614,0.012741667,0.013901246,0.011809275,0.012113043,0.018357285,0.01458707,0.014051483,0.013561998,0.012144789,0.012112003,0.020284986,0.01249442,0.01336797,0.014938382,0.011623842,0.01104432,0.01142931,0.012023817,0.011157878,0.01274091,0.0145223,0.012159604,0.010125683,0.012650292,0.012473679,0.016660874,0.012609316,0.01030345,0.012177327,0.010555161,0.009706647,0.008810904,0.013068527,0.011561308,0.019726973,0.013225738,0.011694089,0.013066972,0.011416731,0.017809813,0.010264228,0.013777693,0.011142764,0.013330554,0.016950069,0.012470761,0.010433131,0.012023272,0.01006836,0.016737156,0.013603088,0.010794757,0.010498031,0.01055627,0.010717233,0.011736262,0.009264787,0.010493921,0.008971707,0.010265413,0.012470482,0.012193968,0.010958728,0.00931389,0.016001589,0.012777235,0.008767002,0.009593786,NA,0.029488198,0.011958509,0.010028504,0.011121156,0.01390755,0.06204634,0.012221625,0.009856286,0.011526409,0.031066878,0.025197243,0.012210974,0.012628043,0.015961073,0.020205225,0.012521814,0.010290116,0.015301504,0.012331691,0.016674736,0.013480271,0.009750278,0.011828733
F4_T5,0.025460295,0.026763228,0.028775193,0.030368192,0.030679173,0.028065723,0.02648097,0.027757064,0.035124626,0.029357739,0.027866908,0.029248707,0.028006647,0.028775222,0.037603778,0.02666642,0.028026091,0.029798364,0.026652052,0.027010118,0.026495946,0.027348627,0.027503985,0.028138187,0.028156445,0.028401215,0.027411059,0.027649299,0.02736921,0.033621556,0.027162813,0.026857718,0.028914391,0.025210258,0.024870265,0.026649359,0.029150476,0.026414154,0.038097499,0.031252123,0.026055776,0.028899198,0.026196616,0.033557793,0.02547976,0.029405941,0.027986441,0.02970251,0.035435216,0.026699153,0.025830582,0.027578269,0.027066547,0.032140646,0.027576946,0.026860298,0.025207556,0.027249248,0.026717785,0.02748894,0.02624849,0.026791574,0.028757587,0.028485724,0.026474062,0.027262837,0.026972689,0.028378424,0.034143572,0.027416629,0.026302616,0.027163212,0.029488198,NA,0.026824577,0.025065405,0.026051933,0.030328522,0.076057999,0.027226352,0.026477041,0.027630217,0.038716943,0.04413338,0.027429492,0.026666794,0.030684511,0.036373587,0.026633998,0.025918448,0.03177014,0.030505885,0.030314547,0.029001698,0.026527036,0.02698195
F5_T1,0.002102253,0.002624495,0.004038169,0.009219969,0.009277601,0.002195832,0.001560148,0.002125004,0.01188272,0.004884887,0.002730104,0.005151969,0.003118645,0.004310492,0.010559102,0.002384734,0.002847252,0.004123259,0.002595694,0.003500451,0.002462996,0.003550879,0.002726862,0.004074719,0.00435394,0.002013486,0.002323411,0.002943299,0.003710042,0.007173852,0.002292184,0.00237898,0.004902745,0.003764983,0.003570961,0.00318691,0.004298377,0.00253458,0.01198134,0.00774162,0.002251435,0.004975741,0.004089386,0.01299446,0.003287319,0.00339367,0.002264859,0.003297252,0.009745006,0.004795157,0.001459202,0.003827481,0.004818024,0.008162267,0.002034882,0.003302537,0.002452139,0.009494794,0.007907795,0.001892951,0.003167397,0.002578296,0.009158184,0.009079673,0.002214182,0.002483732,0.002511073,0.007624211,0.009483846,0.001859259,0.003003423,0.003631626,0.011958509,0.026824577,NA,0.002806902,0.001860597,0.012875383,0.055868157,0.001672168,0.002510206,0.002969286,0.021089732,0.022812995,0.001608931,0.001959328,0.013999239,0.014985958,0.001986538,0.003771843,0.008768698,0.010594742,0.005103748,0.00279991,0.004217245,0.00589021
F5_T2,0.002012777,0.003018505,0.004303014,0.010034546,0.007995554,0.004344539,0.002416229,0.003717904,0.013107299,0.005330181,0.003162964,0.006871743,0.003607761,0.005390741,0.011763647,0.003877019,0.003975102,0.005483938,0.004008801,0.004169538,0.003853297,0.003846139,0.003826727,0.00463207,0.00544064,0.004026254,0.002544639,0.003867605,0.004299685,0.008795394,0.00273585,0.003062504,0.005529798,0.003672471,0.004318077,0.002543874,0.005427321,0.003653377,0.013385295,0.006324144,0.003027182,0.005675225,0.004760156,0.012118192,0.004028068,0.004620945,0.003872246,0.005231186,0.01088336,0.005110037,0.001685219,0.003518758,0.004149749,0.009662642,0.003067212,0.002966783,0.002410221,0.008633714,0.005634245,0.002361199,0.002714982,0.002654544,0.008518561,0.007767639,0.002617583,0.003239433,0.002859083,0.008159214,0.00768364,0.002928694,0.002258838,0.003111338,0.010028504,0.025065405,0.002806902,NA,0.00275122,0.011286989,0.057053589,0.003305282,0.00225827,0.00295377,0.022381116,0.02201351,0.002491613,0.002649354,0.013417026,0.013512452,0.002684882,0.002218743,0.009212318,0.009465583,0.006370381,0.003318134,0.004141175,0.005988327
F5_T3,0.002463301,0.002033004,0.002676381,0.008396114,0.008251073,0.002247365,0.001837463,0.002680607,0.011159084,0.003761021,0.002780155,0.005092845,0.002342896,0.003275221,0.010003559,0.002304183,0.002683921,0.002694258,0.001854461,0.002633204,0.003068918,0.003380943,0.002604593,0.002785044,0.004479231,0.002520795,0.0018811,0.002536751,0.002698748,0.005821369,0.001548065,0.00191031,0.003939963,0.002672528,0.003320507,0.00268453,0.003510662,0.001778046,0.011583773,0.006163528,0.002444569,0.00402759,0.003230521,0.011802865,0.002813727,0.003163093,0.002433314,0.003450932,0.009096752,0.003955659,0.001125356,0.002423047,0.003524079,0.007058762,0.001646514,0.002427582,0.001572619,0.008992461,0.00582043,0.001442106,0.002584903,0.002008714,0.007977032,0.007235482,0.00161556,0.00257993,0.001545784,0.007395513,0.008020557,0.002061506,0.002567957,0.001881334,0.011121156,0.026051933,0.001860597,0.00275122,NA,0.011778992,0.053704034,0.00141395,0.002074878,0.001707642,0.021321694,0.021383041,0.001965005,0.001596704,0.014410397,0.012410948,0.001718447,0.003088294,0.00734587,0.008527804,0.00413582,0.002630153,0.002963986,0.004427205
F5_T4,0.012179637,0.012050422,0.01334261,0.020437053,0.017055033,0.013637928,0.011246946,0.013328216,0.016746467,0.013771718,0.01405989,0.0117094,0.01323557,0.013219827,0.021994444,0.01163991,0.013329995,0.014574255,0.012007812,0.012627042,0.011785952,0.012960521,0.0123897,0.011869719,0.01465499,0.01304108,0.011329555,0.014194496,0.013346266,0.017130711,0.012535165,0.011166784,0.011202291,0.009529619,0.012046894,0.010327845,0.013451295,0.012259721,0.018308247,0.01627817,0.011867987,0.012242134,0.011702735,0.017322091,0.012124605,0.015331356,0.013291954,0.015135522,0.016405958,0.013597462,0.011433051,0.012691799,0.010258781,0.015469596,0.013148241,0.012427556,0.011326732,0.013467353,0.012150178,0.011824206,0.01004004,0.011276904,0.012780989,0.012884093,0.012139396,0.012109449,0.011674804,0.0146253,0.018129898,0.013027427,0.01098779,0.011888427,0.01390755,0.030328522,0.012875383,0.011286989,0.011778992,NA,0.067466999,0.012356668,0.011150331,0.011300375,0.02888151,0.024855693,0.012886327,0.011815951,0.016347468,0.02037499,0.011566349,0.012193009,0.0131665,0.015021449,0.016724021,0.012985865,0.009756309,0.010517265
F5_T5,0.056023924,0.057540806,0.055984994,0.061107584,0.052334466,0.055514731,0.056142466,0.059333737,0.063271279,0.055770741,0.058014015,0.060032742,0.055649291,0.055551661,0.063569706,0.055693977,0.055442889,0.058461751,0.055166729,0.054702835,0.059196744,0.059278987,0.056545346,0.057167943,0.062118807,0.058748629,0.057452942,0.056916454,0.05353794,0.061118795,0.055650479,0.057020887,0.058375276,0.057493531,0.057816635,0.055924877,0.056109887,0.05536782,0.067357117,0.059007849,0.056955984,0.059696092,0.056054832,0.062282036,0.055837696,0.058173392,0.057027292,0.058573944,0.063069049,0.059436921,0.053831043,0.053744615,0.055222474,0.059516963,0.057790495,0.054557442,0.055610285,0.061251874,0.053394485,0.05618019,0.056462525,0.054124384,0.058923422,0.057514588,0.055853727,0.060665573,0.054167371,0.058928063,0.058918104,0.05848935,0.055478763,0.056108969,0.06204634,0.076057999,0.055868157,0.057053589,0.053704034,0.067466999,NA,0.054293386,0.055231718,0.054540198,0.072578451,0.072497273,0.057477182,0.056767465,0.068437836,0.064280826,0.053872029,0.055592697,0.056929925,0.056669831,0.058188977,0.059295764,0.05590709,0.056542502
F6_T1,0.002756531,0.002477062,0.002425872,0.008192843,0.008835662,0.000941124,0.001498369,0.002248761,0.009731761,0.003616165,0.002399015,0.004163888,0.002042854,0.002436496,0.010125519,0.002013061,0.002896738,0.002903495,0.001796951,0.00313625,0.002108169,0.00313677,0.002203651,0.003239276,0.003930635,0.00168469,0.002519103,0.00235082,0.002520004,0.005673343,0.001950104,0.002095464,0.003404408,0.003089312,0.00347929,0.002642117,0.002677487,0.001722427,0.010064531,0.007205387,0.002238428,0.004025317,0.002788781,0.011318041,0.003404314,0.002504906,0.001969778,0.00304594,0.008510693,0.005176518,0.001086032,0.002403816,0.003420205,0.006843233,0.00125265,0.002344209,0.002004659,0.008548527,0.007511708,0.001938079,0.003037361,0.001786168,0.008922113,0.008372698,0.001607774,0.003009962,0.001574689,0.007017461,0.010011987,0.001715032,0.003211909,0.002325347,0.012221625,0.027226352,0.001672168,0.003305282,0.00141395,0.012356668,0.054293386,NA,0.002530021,0.002052103,0.02130472,0.021421463,0.002182119,0.001810551,0.01416857,0.015380819,0.001556366,0.003488139,0.006139378,0.009272541,0.003403363,0.002386048,0.00342672,0.004463006
F6_T2,0.002455503,0.002692269,0.003677966,0.009372062,0.007997624,0.002959782,0.002192,0.003330909,0.01012176,0.004849806,0.002475423,0.00540338,0.002855752,0.003633139,0.010171833,0.002546444,0.003399832,0.004809217,0.002786941,0.002961032,0.002801172,0.003010094,0.003414074,0.003280685,0.004616851,0.003334823,0.002169982,0.00341706,0.003070234,0.006480489,0.001876838,0.002142688,0.004529681,0.003131556,0.003824981,0.001564547,0.004087695,0.0030962,0.010724221,0.005677694,0.001981746,0.005153328,0.003673695,0.012782689,0.003448521,0.003538732,0.003200788,0.00414234,0.009182229,0.004079904,0.00154671,0.003683744,0.003171187,0.008757252,0.002662974,0.002840722,0.002077974,0.008876547,0.005316585,0.001996566,0.001995959,0.002448208,0.008456812,0.00666345,0.001916679,0.003181971,0.002194611,0.007693311,0.007236843,0.002934967,0.002391298,0.002959468,0.009856286,0.026477041,0.002510206,0.00225827,0.002074878,0.011150331,0.055231718,0.002530021,NA,0.002156463,0.021889911,0.022276981,0.002664813,0.002514608,0.013151442,0.01261873,0.001760234,0.002318615,0.007807388,0.008952401,0.00603088,0.003141829,0.003253859,0.004812825
F6_T3,0.003335366,0.002329773,0.003199277,0.008572468,0.008629702,0.00235945,0.002094906,0.003703524,0.011994559,0.004439327,0.003402262,0.005043694,0.003136573,0.003363695,0.009720083,0.002350862,0.003654044,0.003651048,0.002689522,0.003351559,0.002946913,0.004003937,0.00269194,0.003352625,0.005211888,0.003727445,0.002380333,0.003484562,0.003510322,0.006017515,0.002148064,0.002597858,0.00372228,0.003002511,0.003888864,0.002718177,0.004286458,0.002149228,0.010567702,0.007841784,0.002504152,0.004160152,0.003760124,0.012874903,0.003783602,0.004219938,0.003726614,0.004201157,0.009145033,0.004927821,0.001838998,0.003096292,0.003365391,0.00735054,0.002305126,0.002389677,0.002546476,0.008880409,0.005786151,0.002334721,0.002751936,0.002289849,0.008510728,0.007058933,0.00212735,0.003453525,0.001558879,0.007408906,0.007780004,0.002204117,0.002936182,0.002361697,0.011526409,0.027630217,0.002969286,0.00295377,0.001707642,0.011300375,0.054540198,0.002052103,0.002156463,NA,0.021874968,0.021949539,0.003084132,0.002080727,0.013933913,0.013359017,0.001872688,0.003538203,0.007466407,0.008794508,0.004743877,0.002878538,0.003072721,0.00401904
F6_T4,0.022942959,0.021883124,0.022571779,0.025725042,0.02808324,0.020920398,0.020484431,0.019849545,0.030061099,0.023460517,0.021495378,0.022710173,0.021785925,0.022096806,0.029881558,0.021607685,0.021622748,0.021259698,0.020306569,0.021393862,0.019628848,0.022295017,0.02256568,0.022495276,0.023259579,0.021703721,0.021262381,0.021980143,0.02281106,0.025693614,0.020460915,0.020899819,0.020839716,0.019964795,0.021974313,0.022693104,0.022885492,0.021419607,0.029752177,0.027509731,0.021230864,0.021154357,0.021843144,0.032940053,0.022175899,0.023602983,0.02223146,0.024884055,0.029399845,0.025313785,0.021455189,0.02288829,0.021269543,0.025185362,0.020267521,0.02130418,0.021882752,0.025714903,0.025742414,0.021982438,0.023528117,0.020871111,0.028159148,0.02513284,0.020824995,0.019935191,0.021492431,0.024477639,0.02975371,0.021032805,0.02295294,0.022412883,0.031066878,0.038716943,0.021089732,0.022381116,0.021321694,0.02888151,0.072578451,0.02130472,0.021889911,0.021874968,NA,0.0386564,0.02101437,0.020343846,0.030445093,0.032476178,0.021641422,0.0237608,0.023934563,0.027424031,0.025222744,0.022152753,0.018901963,0.021761064
F6_T5,0.022549691,0.020343547,0.022070215,0.028281709,0.026719389,0.02176882,0.020881522,0.022433368,0.031287653,0.023676089,0.024186313,0.023376751,0.022645441,0.022233007,0.033782295,0.021152132,0.022896008,0.021030949,0.021796297,0.021941135,0.020738297,0.023065892,0.022392996,0.023902582,0.024944472,0.02179997,0.02160256,0.022763687,0.022476503,0.025714966,0.021771107,0.020332143,0.02017021,0.020106082,0.022361411,0.020332939,0.021701623,0.021666115,0.025060553,0.02802711,0.023629599,0.020588447,0.021441117,0.027763053,0.021274511,0.023098518,0.022298489,0.023581966,0.027604251,0.025601015,0.022021127,0.024208596,0.019599578,0.023159402,0.023353218,0.021833697,0.023385774,0.019504469,0.02257426,0.022744094,0.02179316,0.021918683,0.021442075,0.025234206,0.02270945,0.022010085,0.021066133,0.020372051,0.029269243,0.021137297,0.023536877,0.020583036,0.025197243,0.04413338,0.022812995,0.02201351,0.021383041,0.024855693,0.072497273,0.021421463,0.022276981,0.021949539,0.0386564,NA,0.022338454,0.022614157,0.027902472,0.030274164,0.023164186,0.025049753,0.024009226,0.024709981,0.026905718,0.02388506,0.018074469,0.021944601
F7_T1,0.002583985,0.002511544,0.003802222,0.009968516,0.009536349,0.002521484,0.002083004,0.002512906,0.01260995,0.004820514,0.002654257,0.006055712,0.003669469,0.004648982,0.010700803,0.002779929,0.002809394,0.004009727,0.00286712,0.003461883,0.002295617,0.003425298,0.003564127,0.003597642,0.004144956,0.002390718,0.002725786,0.003595498,0.004242352,0.007359293,0.00204138,0.002396449,0.005072663,0.003693492,0.004024729,0.00321241,0.005432064,0.002921848,0.01184413,0.0081807,0.002663185,0.005017657,0.004278588,0.014278209,0.00366368,0.003301702,0.002840488,0.004068373,0.010555077,0.004905942,0.001652156,0.003721024,0.0044089,0.008055505,0.002153618,0.003926545,0.002471541,0.009893546,0.007195635,0.001693014,0.003665359,0.003054206,0.009283335,0.008988707,0.002479009,0.001662844,0.002573328,0.008754407,0.009186918,0.002092518,0.003293446,0.003278968,0.012210974,0.027429492,0.001608931,0.002491613,0.001965005,0.012886327,0.057477182,0.002182119,0.002664813,0.003084132,0.02101437,0.022338454,NA,0.001806822,0.013772823,0.013324043,0.002063757,0.003680855,0.00848421,0.010074116,0.00543557,0.002698093,0.004092542,0.006024301
F7_T2,0.002780154,0.002093889,0.003320734,0.008540345,0.00931401,0.002273319,0.001415074,0.002799673,0.012125738,0.003957245,0.00294405,0.005462272,0.002717422,0.004018629,0.009841504,0.00224356,0.002562889,0.003344672,0.00251957,0.003269345,0.002427159,0.003969437,0.003050859,0.00355468,0.004649371,0.002377633,0.001940955,0.003231319,0.00336299,0.006443392,0.001679186,0.002097356,0.004221393,0.003205891,0.003561187,0.002951333,0.004585684,0.002211375,0.011523473,0.006820005,0.002460919,0.004252013,0.003734235,0.012852277,0.003488769,0.003076631,0.002696451,0.003715009,0.009828309,0.004274121,0.001304553,0.003158814,0.003917953,0.008188662,0.001497642,0.002880731,0.002623939,0.009941705,0.00692625,0.00149933,0.00298849,0.002499456,0.009599952,0.008174103,0.001511556,0.002280467,0.00209925,0.0085698,0.008671523,0.001318505,0.003037385,0.002867029,0.012628043,0.026666794,0.001959328,0.002649354,0.001596704,0.011815951,0.056767465,0.001810551,0.002514608,0.002080727,0.020343846,0.022614157,0.001806822,NA,0.014609732,0.013533429,0.0015238,0.002957554,0.00805008,0.009481646,0.004325776,0.002583917,0.003648255,0.00506877
F7_T4,0.013920951,0.012801936,0.014048015,0.021083391,0.01745841,0.014685302,0.012929543,0.014055678,0.019581689,0.015785374,0.015444351,0.010640607,0.01386912,0.013524044,0.023081245,0.013823531,0.014887322,0.015988637,0.013087657,0.013149392,0.012408181,0.013701324,0.013962647,0.015032257,0.01472575,0.013301605,0.013613557,0.013819434,0.013946751,0.016303265,0.013886594,0.01242408,0.012719396,0.01155185,0.011518709,0.012413318,0.013492956,0.01323629,0.018084555,0.018805929,0.013013741,0.013217517,0.012654563,0.022120128,0.012525639,0.01440787,0.013576432,0.015018229,0.018533967,0.014803777,0.013643648,0.015904403,0.01225561,0.014195689,0.014183462,0.014999973,0.012654388,0.014478414,0.016381576,0.013827647,0.013761605,0.014586947,0.014767544,0.015925231,0.014196185,0.013107558,0.012757929,0.013501885,0.021780619,0.014494939,0.014135244,0.014412624,0.015961073,0.030684511,0.013999239,0.013417026,0.014410397,0.016347468,0.068437836,0.01416857,0.013151442,0.013933913,0.030445093,0.027902472,0.013772823,0.014609732,NA,0.024169738,0.013903452,0.015314561,0.015544181,0.017149158,0.017094583,0.015176841,0.012215312,0.01357518
F7_T5,0.015107168,0.013562654,0.014636416,0.021289253,0.019326044,0.015384346,0.013024562,0.014925315,0.024813065,0.015256899,0.015148337,0.019287699,0.015709582,0.015849684,0.020534426,0.013231826,0.013377869,0.015431723,0.014066857,0.0129829,0.015185775,0.014930878,0.014110927,0.013378629,0.015899812,0.01595449,0.013453168,0.015631263,0.01597118,0.020012385,0.012121863,0.012230119,0.015484074,0.012795269,0.014501472,0.01361223,0.018425041,0.015137806,0.022118266,0.018393606,0.013496818,0.018096002,0.016520484,0.025308648,0.014609491,0.016708911,0.015081716,0.016638691,0.018971293,0.013583417,0.01361325,0.014424373,0.013324961,0.018949746,0.013987991,0.015546302,0.012956497,0.01975721,0.014142248,0.01322219,0.01365757,0.014580229,0.018502203,0.014491872,0.014264618,0.013453405,0.01304713,0.018480662,0.017089266,0.014472545,0.01316305,0.013260435,0.020205225,0.036373587,0.014985958,0.013512452,0.012410948,0.02037499,0.064280826,0.015380819,0.01261873,0.013359017,0.032476178,0.030274164,0.013324043,0.013533429,0.024169738,NA,0.013636674,0.013620866,0.019239361,0.017667012,0.01780973,0.01535556,0.012944577,0.016379215
F8_T1,0.00236705,0.002269727,0.003149163,0.008808938,0.008838395,0.001485349,0.0017013,0.003113991,0.0103069,0.003827616,0.002329583,0.004643482,0.002405619,0.00322091,0.009865924,0.001869292,0.002252196,0.003939269,0.002197895,0.002971529,0.002531203,0.002952969,0.002561456,0.002881541,0.004234296,0.002757601,0.002385388,0.003086507,0.002176276,0.006238459,0.00131519,0.002019042,0.00395832,0.002627389,0.003634152,0.002440702,0.004161502,0.002480886,0.010269927,0.006873346,0.001854055,0.004527803,0.003504063,0.012436629,0.003393204,0.003245885,0.002890674,0.003809182,0.009274091,0.004760651,0.001029975,0.002920671,0.00345786,0.008586971,0.001665936,0.002998853,0.001842117,0.01005996,0.006223036,0.00137802,0.002746723,0.001822916,0.009638671,0.007179194,0.001382562,0.00301375,0.001949286,0.008519974,0.008035859,0.001854208,0.002694967,0.002728723,0.012521814,0.026633998,0.001986538,0.002684882,0.001718447,0.011566349,0.053872029,0.001556366,0.001760234,0.001872688,0.021641422,0.023164186,0.002063757,0.0015238,0.013903452,0.013636674,NA,0.002738832,0.007172776,0.009472268,0.004446539,0.002234674,0.00336466,0.005217224
