Feature ID,kingdom,phylum,class,order,family,genus,species
9fe55f7b9e673207e75d5bd7d9f28f49,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
c9250287902982eeec2410c12b098012,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
9941cb89acb61de2728980cdb493ba36,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
e3cbe78e8e65a5b9f83c607b210e9faa,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
da1c933c3febb031ee393d824493e470,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
cbdba99c39d57e4e90d14dac31452ba2,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
16f5992f3b71921b281ddb9fc77e95c3,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
19951e02db7391dbcedea970d47d033e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
3ef3199d38a996e1e966a079f90a43a3,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
c109ef5dd04a886253ad15a1ab44193a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
4ea588cdf0870d625bf80bc775ce89f8,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
a503c78137ab426b4877a4cfd841cb69,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
c5ea0301c20417c4702c804fbd40bd00,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,,
92c1c119a0e15803f2e2d60ed2edc7f8,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
cc946ca768f509a34427f11078e77996,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
132c93f4204db01a3c9cee532e352f08,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
86bc9a1a6a02ea495fff0964da3637ab,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
92ae236ed844ce4ef5abfdf0df29d62d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
cbc4856ad5c0f7f65125a4aa6562a649,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
f34133145c8089b34230cca34a7dc648,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
feb7a8d5209636cbeeb26bd37f2b42ca,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
d5f0c8f6a65c12a13cf48ec19220eb14,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,,
06f8942df719f695be8531a3ae562137,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
07e0639c2a5aa3914e362c3d993dc4ce,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
49b4aaf0ee0d618ad11ae0d60af8d00c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
8f28db8c58760d0861bfc284664b59cf,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
18bd313f2c87764006604a39deceb272,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
8556441d88999cd36a665b7375125c28,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,,
d2e0bc8cf5157bd219ce76eaa00f8217,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotellaceae_NK3B31_group, s__
1c41224a7bfa4ed5b29fe818fa04efe9,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__
e07f290f3d03ac8b662ed9560fd3136e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,,
da406ce6617c249b90dbfdcfa8d766a2,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,,
