# Constructed from biom file
#OTU ID	E2_T2_y2014_seqrunA	E5_T2_y2014_seqrunA	E7_T2_y2014_seqrunA	E9_T2_y2014_seqrunA	F10_T2_y2014_seqrunA	F2_T2_y2014_seqrunA	F3_T2_y2014_seqrunA	F4_T2_y2014_seqrunA
13fab874eac45016d344f3cdcbc1e593	0.0	0.0	0.0	2.0	11.0	0.0	0.0	0.0
91fece3e94429dc5d64f3d2701526640	1.0	0.0	9.0	22.0	1.0	4.0	0.0	0.0
64f9bc58dd7599bb896f459ecb02e248	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
a2767cabe39a632bbd2d33194f544ead	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0
b09f4ab31572ad8d379c945500bb2f84	0.0	0.0	1.0	9.0	1.0	2.0	0.0	2.0
8412d92ea37579a1dc66f578f1b07827	111.0	126.0	28.0	43.0	146.0	129.0	57.0	58.0
2c9f4bcf781cff51eafff175b8b899ee	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
a19f98fb21b8b25d22f9fd6866a2f8f1	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
516a9c2385f10a2df77cdb850b00d6f2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
c86ffd196b0078ccecba86a814ebdfc5	2.0	14.0	56.0	5.0	6.0	22.0	16.0	39.0
50dc0dbdf04d67d3821dc7aa94dbbc8d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
28490b6f0807445b92665c15f1c67e24	7.0	15.0	7.0	11.0	1.0	21.0	41.0	5.0
be96f8939a2fa483bbc8c6f59e10315b	0.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0
c74536dc82f976f14d76dec765e8cee9	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
e5b3d228e1e0f478f22194c5b72a6253	188.0	59.0	36.0	52.0	48.0	202.0	18.0	88.0
1b241ab7819d682db24603bd3450f5f0	32.0	0.0	4.0	8.0	8.0	24.0	0.0	1.0
bad4f3619db7d0dba6568a93c20c39dc	0.0	0.0	0.0	10.0	2.0	0.0	0.0	3.0
3c879d873ee182025726dee3742718d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
48253aabe44552fb432ce12fce88e545	0.0	0.0	1.0	10.0	0.0	0.0	0.0	1.0
3fb82f7e4684670b395e8b01ecf05bea	0.0	0.0	1.0	18.0	0.0	1.0	0.0	2.0
3b91f3f853208fbb2227f5736c7f82bb	7.0	5.0	7.0	13.0	11.0	10.0	1.0	0.0
892338e729bf4b1d41f57b36dcf6425f	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
f283ad1ed1d9de5fa03f9c091fe73477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
b8115906caa99f5bb8340efc40df63a1	0.0	0.0	12.0	0.0	11.0	0.0	5.0	0.0
84d5470e04903e0a9159fa79791f544b	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
cbe3ebb6b75a412b01e6d8aa5a05f6ad	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
0d8b5acb42031a8a5b46d90faf1a374b	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
8827262323b0961c125cdc09573b4f24	5.0	1.0	51.0	7.0	24.0	25.0	0.0	3.0
c3c1caf1f8e87288a2d497b66a191c8b	23.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
4b34513e16806c3efc1d86775972467d	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
7934d1d0fed224107585a291beb50afe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2af0a579f513e784c4bff153d6f6fa6a	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
c6f006c69978987861ed7501b1e97ecb	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
d7df76d839444fa32e62da38b979446c	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
470f1709bb8cd1b36f3d8bd5ba73b3b1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
74b7a8256b81eaa7624f4902a10cadc0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
ab2b071abcb49c53965df22c590ba2a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
c93f4be9fbbbebbf68749b6c086411ce	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
184a145f2ed6de9a2a64ee72912b4a4f	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
52e5c3d778a9c0e4eb6900f8ec389692	0.0	0.0	8.0	0.0	7.0	0.0	0.0	0.0
2c07d6608b529df8b28afe7c28a3801a	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
f8b9de20ea922bea3ee6584c8fc0c5cf	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
95e20d9980cea1cf3f00bad56bc392b0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
b1ce8473a28d818d02b6d273747ab90a	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
832890048e0b5b0c867d1e23b66c6e34	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
53fbaa31bd3ace5bb6f48e6d93217d39	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2b3fac5644e3ea3938714cdf5c244c16	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
4f8c53cb812e9c6204c71d803c4f63bf	0.0	0.0	4.0	27.0	3.0	0.0	0.0	1.0
1d49cb63a4e5a072d0d5dc237a0e0d2e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
5ffd9287197cdd552a917837b072a1d6	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
f0ee652dac76c3046deb3ea6070dc592	134.0	48.0	34.0	23.0	31.0	55.0	27.0	40.0
34e8294334b81aec9a78e73894284692	0.0	4.0	3.0	0.0	2.0	0.0	0.0	0.0
35400360e85ebbf83196f959e22b1a07	4.0	30.0	9.0	1.0	0.0	5.0	0.0	2.0
92b01ea751cebe5dd41813a81c2d3a1b	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
ad6a476cb1b356ba94e5d2aa4a405eeb	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
98bb76ba66bfb94420982d1b0f27834f	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
3d9f0d6f4608250723dc3a1474ff91f5	0.0	0.0	2.0	29.0	0.0	0.0	0.0	4.0
866989308cedb8caea176f64a70961e4	0.0	0.0	14.0	1.0	0.0	2.0	0.0	4.0
dc0d318ed9fc1f7bb44e6a7bf1b5b33d	0.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0
6ea569711b25a5f7a1e7ad4881bca6a9	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
e7f7883196f047b1cda8fe66c35add8e	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
e324e375477659fb992ec7fdeb844287	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
b4e526cb58532e9b989a5a02c98a9fcf	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
f6c77ec34cf87c404a48f10e17ebeff5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
04c09d2e12cd3ee05858c9b48e3f733e	0.0	0.0	3.0	0.0	60.0	0.0	0.0	0.0
a8a2d6e0b0906e124b5a721dcfaff968	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
fb7837be854a501c8d7ab8c191ee8d20	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
7a65dcd6d23b0efe3c4da7ffadd33487	56.0	19.0	25.0	20.0	42.0	18.0	27.0	10.0
618d1bc6f7f775064d324b932c38d7c1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
41de34aa79e49e3c4a68823a90de5a54	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
b0b5f515b3b526a97c29aa700c0e71cd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
66ecda8bd7f9a4c9ec96c396bf5f3508	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
692d79d5416314c4ae89a04f14736249	5.0	4.0	6.0	24.0	1.0	1.0	0.0	5.0
fd16a2f77baf4bbb56637fe2951fdfd2	0.0	0.0	1.0	6.0	0.0	0.0	0.0	2.0
aa8b8dc74bd290616344c8041184de2f	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
9d7e5dae6ed557e690d67de8a1b66937	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
9430705ed00f36f380dd3391c3f4a6b8	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
6ca36bb54a775b412307e22bc2503b4a	0.0	0.0	2.0	30.0	0.0	1.0	0.0	1.0
99a2f14a52ebf17f112cbcfe41cc8748	0.0	19.0	0.0	0.0	0.0	9.0	122.0	0.0
8d6457d630802942a32be11115d02a87	0.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0
92c4dbdde0425f0dacc1773470947a1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1a682de0dbd3bcd9d4774d4028648bbc	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
c10841ea0b21d804128229ee367c0918	0.0	0.0	46.0	1.0	0.0	0.0	0.0	3.0
e19409d47b734149e5cde317cb585e75	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0
ded00e240facfac4a1afc55bc03b2a46	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
bfd9cc38c422f525998072a1164d543a	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
155bf81888012629cf3120e19a1edcac	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
847f73286f086d05233731f6d30a3710	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0
8f889d79ea25ec58fa0b74cda902a3c3	0.0	8.0	0.0	5.0	1.0	0.0	0.0	1.0
727238ba461593cfa71678b99f33ba8b	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eb0854f70c8990d1693298fe4de7bc42	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
5506c0f0d404ab3c29884fdc05acc909	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
276e6cb43309484150e6d6429f87ce10	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
ad9d0ba01d910be24527867e5aae6134	0.0	8.0	9.0	6.0	4.0	19.0	7.0	76.0
8ab606959ccfdb1ee894674fef435bc3	1.0	1.0	3.0	10.0	0.0	1.0	0.0	11.0
b92150ec5976921baa0f0de2bf076c42	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
131fbb8932c5d40478f5d02c7199b18b	44.0	13.0	1.0	7.0	10.0	12.0	15.0	9.0
8f77512d23d87745df18f8d9f9c7730b	18.0	19.0	13.0	8.0	11.0	0.0	72.0	18.0
7cce9337eb976e351602a77affc22ad4	27.0	7.0	16.0	26.0	129.0	130.0	54.0	278.0
adcc60e8dfd34d328e90fd7b22540ed4	0.0	0.0	0.0	6.0	0.0	1.0	0.0	1.0
adadaf4a36ba9a9718e0668298797fa2	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
9caddb3f6b00cd4a808ff3f6f5622a1c	0.0	0.0	1.0	0.0	5.0	3.0	0.0	0.0
2a0578cf386c35d67802a3c6990249e1	0.0	274.0	33.0	16.0	42.0	0.0	45.0	10.0
1c919de5b6c57900f47a11d908ce3115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
72bd6e0c19908a94c989ade67d6f23de	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
8f76c7cbf785b97de7ff130d287cd015	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
16b67f80eab70bc3630703cb12350b32	0.0	0.0	1.0	13.0	0.0	0.0	0.0	0.0
2b4ee16767d816c46dff623f39759212	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
527aba48dd6a2b2ff012d58e6bbd6025	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
29d3a657e7d2511ef3536cd296eee46b	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
4f6ed50cedb83ca007538d6c3da4218c	3.0	4.0	0.0	0.0	0.0	0.0	5.0	0.0
cfb996ac2dda5a629b88da96e2e0eeac	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
7126093cc622bd8da9667b8f353d6882	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
5bd2b300ef5e3c6a85045d49a4ba4e43	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
4aca183026406b253d12c5dab94fb7b0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
48a69ddba84577ca0f4c692656b7d78b	0.0	0.0	27.0	50.0	2.0	0.0	0.0	0.0
ad2800d2d41a4104bf4c5e7728ee7d42	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
0712e64353dbf956ebbd93cfc6b98f51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0
efae48476924f85bc6056c685c8ff232	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
7b5e8819880c7440ef1d66997dd9d816	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
901e97c844e6bbedd5ca047d7235e7e6	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
e2a7ec531dd136e35823290a164c1aae	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0
261aefe50d1f967d5cca64711f94da81	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
9fadaa31bfde8be8063e2e413609bbd0	0.0	1.0	0.0	0.0	0.0	1.0	67.0	0.0
9cbb5b34f8724383360fc6c62b0ebff2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
