	10N1	10N2	10N3	12N1	12N2	12N3	17N1	19N1	19N2	19N3	20N1	20N2	20N3	21N1	21N2	21N3	22N1	22N2	22N3	29N1	29N2	31N1	31N2	31N3	32N1	32N2	32N3	7N1	7N2	7N3	8N1	8N2	8N3	9N1	9N3
20N1	0.8173913043478261	0.9130434782608695	0.7913043478260869	0.7739130434782608	0.8	0.8521739130434782	0.8	0.8	0.391304347826087	0.3826086956521739	0.0	0.9826086956521739	0.808695652173913	0.9217391304347826	0.7913043478260869	0.8695652173913043	0.7130434782608696	0.5739130434782609	0.9304347826086956	0.7478260869565218	0.7913043478260869	0.8434782608695652	0.8347826086956521	0.8695652173913043	0.9217391304347826	0.8956521739130435	0.808695652173913	0.8347826086956521	0.9739130434782609	0.991304347826087	0.7478260869565218	0.8608695652173913	0.808695652173913	0.8260869565217391	0.7913043478260869
20N2	0.9826086956521739	0.9739130434782609	0.9826086956521739	1.0	1.0	0.991304347826087	0.9739130434782609	1.0	0.991304347826087	0.991304347826087	0.9826086956521739	0.0	0.9565217391304348	0.991304347826087	1.0	0.9826086956521739	0.991304347826087	0.991304347826087	0.991304347826087	0.9826086956521739	1.0	0.9826086956521739	0.9826086956521739	1.0	0.5652173913043478	0.991304347826087	0.9826086956521739	0.9652173913043478	1.0	0.3739130434782609	0.9826086956521739	0.991304347826087	1.0	0.991304347826087	0.991304347826087
20N3	0.45217391304347826	0.782608695652174	0.6	0.7043478260869566	0.6608695652173913	0.7739130434782608	0.6956521739130435	0.6956521739130435	0.9739130434782609	0.782608695652174	0.808695652173913	0.9565217391304348	0.0	0.6	0.7130434782608696	0.9739130434782609	0.7739130434782608	0.8956521739130435	0.8608695652173913	0.6608695652173913	0.5391304347826087	0.7304347826086957	0.5826086956521739	0.7043478260869566	0.9391304347826087	0.4608695652173913	0.40869565217391307	0.6608695652173913	0.8173913043478261	1.0	0.5391304347826087	0.782608695652174	0.7217391304347827	0.4956521739130435	0.6173913043478261
21N1	0.5739130434782609	0.9043478260869565	0.7565217391304347	0.9391304347826087	0.9304347826086956	0.8782608695652174	0.9739130434782609	0.9304347826086956	0.991304347826087	0.9217391304347826	0.9217391304347826	0.991304347826087	0.6	0.0	0.9391304347826087	0.9652173913043478	0.7913043478260869	0.9130434782608695	1.0	0.8695652173913043	0.7652173913043478	0.8	0.8347826086956521	0.8608695652173913	0.9043478260869565	0.6782608695652174	0.6347826086956522	0.8869565217391304	0.8	0.8782608695652174	0.8434782608695652	0.8869565217391304	0.9478260869565217	0.591304347826087	0.7565217391304347
21N2	0.8173913043478261	0.9130434782608695	0.8608695652173913	0.4608695652173913	0.4434782608695652	0.8521739130434782	0.7130434782608696	0.6956521739130435	1.0	0.8	0.7913043478260869	1.0	0.7130434782608696	0.9391304347826087	0.0	1.0	1.0	1.0	0.8695652173913043	0.7652173913043478	0.7304347826086957	0.9391304347826087	0.7739130434782608	0.8782608695652174	1.0	0.8173913043478261	0.782608695652174	0.782608695652174	0.991304347826087	1.0	0.4956521739130435	0.9304347826086956	0.6086956521739131	0.808695652173913	0.8782608695652174
21N3	0.9565217391304348	0.9739130434782609	0.9217391304347826	1.0	0.9826086956521739	0.9652173913043478	0.8782608695652174	0.991304347826087	0.9565217391304348	0.9826086956521739	0.8695652173913043	0.9826086956521739	0.9739130434782609	0.9652173913043478	1.0	0.0	0.8	0.782608695652174	1.0	0.9739130434782609	0.9043478260869565	0.9565217391304348	0.9565217391304348	0.9739130434782609	0.9391304347826087	0.9565217391304348	0.9739130434782609	0.9739130434782609	0.9739130434782609	0.9826086956521739	0.9652173913043478	0.9130434782608695	1.0	0.9739130434782609	0.8956521739130435
22N1	0.7739130434782608	0.9304347826086956	0.7652173913043478	1.0	0.9826086956521739	0.8956521739130435	0.8956521739130435	0.991304347826087	0.782608695652174	0.808695652173913	0.7130434782608696	0.991304347826087	0.7739130434782608	0.7913043478260869	1.0	0.8	0.0	0.41739130434782606	1.0	0.8434782608695652	0.7478260869565218	0.808695652173913	0.8695652173913043	0.8608695652173913	0.9304347826086956	0.7913043478260869	0.782608695652174	0.9217391304347826	0.8434782608695652	1.0	0.9217391304347826	0.8608695652173913	1.0	0.7913043478260869	0.7478260869565218
22N2	0.8956521739130435	0.9304347826086956	0.8869565217391304	1.0	0.991304347826087	0.9043478260869565	0.9130434782608695	0.991304347826087	0.6434782608695652	0.6608695652173913	0.5739130434782609	0.991304347826087	0.8956521739130435	0.9130434782608695	1.0	0.782608695652174	0.41739130434782606	0.0	0.9565217391304348	0.8434782608695652	0.8434782608695652	0.8695652173913043	0.8956521739130435	0.9130434782608695	0.9304347826086956	0.9130434782608695	0.9043478260869565	0.9217391304347826	0.9130434782608695	1.0	0.9217391304347826	0.8782608695652174	1.0	0.9130434782608695	0.8347826086956521
22N3	0.8	0.8695652173913043	0.7565217391304347	0.8695652173913043	0.8695652173913043	0.8	0.8695652173913043	0.8521739130434782	1.0	0.9217391304347826	0.9304347826086956	0.991304347826087	0.8608695652173913	1.0	0.8695652173913043	1.0	1.0	0.9565217391304348	0.0	0.8695652173913043	0.8521739130434782	0.9304347826086956	0.782608695652174	0.8782608695652174	1.0	0.808695652173913	0.782608695652174	0.8173913043478261	0.991304347826087	1.0	0.8608695652173913	0.8869565217391304	0.8695652173913043	0.8695652173913043	0.9130434782608695
29N1	0.6869565217391305	0.7739130434782608	0.6869565217391305	0.808695652173913	0.7739130434782608	0.7217391304347827	0.7043478260869566	0.7739130434782608	0.9217391304347826	0.7043478260869566	0.7478260869565218	0.9826086956521739	0.6608695652173913	0.8695652173913043	0.7652173913043478	0.9739130434782609	0.8434782608695652	0.8434782608695652	0.8695652173913043	0.0	0.7217391304347827	0.6347826086956522	0.591304347826087	0.8260869565217391	0.9478260869565217	0.7565217391304347	0.6434782608695652	0.6260869565217392	0.9043478260869565	1.0	0.6782608695652174	0.8	0.8434782608695652	0.7391304347826086	0.7565217391304347
29N2	0.6173913043478261	0.8	0.6521739130434783	0.6695652173913044	0.7217391304347827	0.8434782608695652	0.8	0.7130434782608696	0.991304347826087	0.7652173913043478	0.7913043478260869	1.0	0.5391304347826087	0.7652173913043478	0.7304347826086957	0.9043478260869565	0.7478260869565218	0.8434782608695652	0.8521739130434782	0.7217391304347827	0.0	0.7565217391304347	0.5043478260869565	0.7130434782608696	0.9826086956521739	0.5652173913043478	0.5652173913043478	0.6782608695652174	0.8347826086956521	1.0	0.6	0.7391304347826086	0.6695652173913044	0.6173913043478261	0.6347826086956522
31N1	0.6695652173913044	0.8521739130434782	0.5739130434782609	0.9130434782608695	0.8956521739130435	0.6173913043478261	0.9217391304347826	0.8869565217391304	0.9478260869565217	0.8695652173913043	0.8434782608695652	0.9826086956521739	0.7304347826086957	0.8	0.9391304347826087	0.9565217391304348	0.808695652173913	0.8695652173913043	0.9304347826086956	0.6347826086956522	0.7565217391304347	0.0	0.4956521739130435	0.8	0.9478260869565217	0.7565217391304347	0.6260869565217392	0.6173913043478261	0.8347826086956521	0.991304347826087	0.8	0.7652173913043478	0.9217391304347826	0.6782608695652174	0.7043478260869566
31N2	0.5826086956521739	0.7565217391304347	0.4956521739130435	0.6434782608695652	0.7478260869565218	0.6260869565217392	0.8173913043478261	0.7043478260869566	0.991304347826087	0.8173913043478261	0.8347826086956521	0.9826086956521739	0.5826086956521739	0.8347826086956521	0.7739130434782608	0.9565217391304348	0.8695652173913043	0.8956521739130435	0.782608695652174	0.591304347826087	0.5043478260869565	0.4956521739130435	0.0	0.7217391304347827	0.9739130434782609	0.6	0.45217391304347826	0.4608695652173913	0.8608695652173913	1.0	0.6	0.6956521739130435	0.6434782608695652	0.6521739130434783	0.6608695652173913
31N3	0.7391304347826086	0.8260869565217391	0.6608695652173913	0.8782608695652174	0.8695652173913043	0.8608695652173913	0.8521739130434782	0.8434782608695652	0.991304347826087	0.8782608695652174	0.8695652173913043	1.0	0.7043478260869566	0.8608695652173913	0.8782608695652174	0.9739130434782609	0.8608695652173913	0.9130434782608695	0.8782608695652174	0.8260869565217391	0.7130434782608696	0.8	0.7217391304347827	0.0	0.9826086956521739	0.7130434782608696	0.6869565217391305	0.7739130434782608	0.8608695652173913	1.0	0.7478260869565218	0.7304347826086957	0.8782608695652174	0.7739130434782608	0.7391304347826086
32N1	0.9739130434782609	0.9652173913043478	0.9478260869565217	0.991304347826087	1.0	0.9826086956521739	0.9478260869565217	0.991304347826087	0.9391304347826087	0.9565217391304348	0.9217391304347826	0.5652173913043478	0.9391304347826087	0.9043478260869565	1.0	0.9391304347826087	0.9304347826086956	0.9304347826086956	1.0	0.9478260869565217	0.9826086956521739	0.9478260869565217	0.9739130434782609	0.9826086956521739	0.0	0.9826086956521739	0.9739130434782609	0.9565217391304348	0.9826086956521739	0.6	0.9739130434782609	0.9826086956521739	1.0	0.9826086956521739	0.9565217391304348
32N2	0.5391304347826087	0.7913043478260869	0.5652173913043478	0.8260869565217391	0.7913043478260869	0.8173913043478261	0.8173913043478261	0.7565217391304347	0.991304347826087	0.8434782608695652	0.8956521739130435	0.991304347826087	0.4608695652173913	0.6782608695652174	0.8173913043478261	0.9565217391304348	0.7913043478260869	0.9130434782608695	0.808695652173913	0.7565217391304347	0.5652173913043478	0.7565217391304347	0.6	0.7130434782608696	0.9826086956521739	0.0	0.4260869565217391	0.6869565217391305	0.8173913043478261	1.0	0.6782608695652174	0.7565217391304347	0.8260869565217391	0.5130434782608696	0.6608695652173913
32N3	0.46956521739130436	0.8	0.48695652173913045	0.7739130434782608	0.7565217391304347	0.6956521739130435	0.7739130434782608	0.7043478260869566	0.9739130434782609	0.7913043478260869	0.808695652173913	0.9826086956521739	0.40869565217391307	0.6347826086956522	0.782608695652174	0.9739130434782609	0.782608695652174	0.9043478260869565	0.782608695652174	0.6434782608695652	0.5652173913043478	0.6260869565217392	0.45217391304347826	0.6869565217391305	0.9739130434782609	0.4260869565217391	0.0	0.48695652173913045	0.8260869565217391	1.0	0.6086956521739131	0.7652173913043478	0.782608695652174	0.40869565217391307	0.6260869565217392
7N1	0.6956521739130435	0.782608695652174	0.591304347826087	0.7565217391304347	0.7652173913043478	0.7565217391304347	0.8173913043478261	0.7391304347826086	0.9826086956521739	0.8608695652173913	0.8347826086956521	0.9652173913043478	0.6608695652173913	0.8869565217391304	0.782608695652174	0.9739130434782609	0.9217391304347826	0.9217391304347826	0.8173913043478261	0.6260869565217392	0.6782608695652174	0.6173913043478261	0.4608695652173913	0.7739130434782608	0.9565217391304348	0.6869565217391305	0.48695652173913045	0.0	0.9130434782608695	1.0	0.6434782608695652	0.782608695652174	0.7652173913043478	0.7652173913043478	0.8173913043478261
7N2	0.8260869565217391	0.9304347826086956	0.8260869565217391	0.991304347826087	0.9826086956521739	0.8782608695652174	0.991304347826087	0.9826086956521739	0.991304347826087	0.9739130434782609	0.9739130434782609	1.0	0.8173913043478261	0.8	0.991304347826087	0.9739130434782609	0.8434782608695652	0.9130434782608695	0.991304347826087	0.9043478260869565	0.8347826086956521	0.8347826086956521	0.8608695652173913	0.8608695652173913	0.9826086956521739	0.8173913043478261	0.8260869565217391	0.9130434782608695	0.0	1.0	0.8956521739130435	0.8869565217391304	0.991304347826087	0.8260869565217391	0.8173913043478261
7N3	1.0	1.0	0.991304347826087	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.991304347826087	0.3739130434782609	1.0	0.8782608695652174	1.0	0.9826086956521739	1.0	1.0	1.0	1.0	1.0	0.991304347826087	1.0	1.0	0.6	1.0	1.0	1.0	1.0	0.0	0.991304347826087	1.0	1.0	1.0	1.0
8N1	0.6782608695652174	0.7913043478260869	0.7043478260869566	0.5478260869565217	0.5826086956521739	0.6173913043478261	0.5739130434782609	0.6608695652173913	0.9739130434782609	0.7652173913043478	0.7478260869565218	0.9826086956521739	0.5391304347826087	0.8434782608695652	0.4956521739130435	0.9652173913043478	0.9217391304347826	0.9217391304347826	0.8608695652173913	0.6782608695652174	0.6	0.8	0.6	0.7478260869565218	0.9739130434782609	0.6782608695652174	0.6086956521739131	0.6434782608695652	0.8956521739130435	0.991304347826087	0.0	0.7565217391304347	0.6173913043478261	0.6086956521739131	0.6260869565217392
8N2	0.7391304347826086	0.808695652173913	0.6260869565217392	0.9652173913043478	0.9304347826086956	0.8260869565217391	0.9217391304347826	0.9217391304347826	0.991304347826087	0.8173913043478261	0.8608695652173913	0.991304347826087	0.782608695652174	0.8869565217391304	0.9304347826086956	0.9130434782608695	0.8608695652173913	0.8782608695652174	0.8869565217391304	0.8	0.7391304347826086	0.7652173913043478	0.6956521739130435	0.7304347826086957	0.9826086956521739	0.7565217391304347	0.7652173913043478	0.782608695652174	0.8869565217391304	1.0	0.7565217391304347	0.0	0.9652173913043478	0.7130434782608696	0.6521739130434783
8N3	0.8521739130434782	0.9217391304347826	0.8695652173913043	0.2956521739130435	0.391304347826087	0.9391304347826087	0.8260869565217391	0.6869565217391305	1.0	0.8608695652173913	0.808695652173913	1.0	0.7217391304347827	0.9478260869565217	0.6086956521739131	1.0	1.0	1.0	0.8695652173913043	0.8434782608695652	0.6695652173913044	0.9217391304347826	0.6434782608695652	0.8782608695652174	1.0	0.8260869565217391	0.782608695652174	0.7652173913043478	0.991304347826087	1.0	0.6173913043478261	0.9652173913043478	0.0	0.8608695652173913	0.8782608695652174
9N1	0.40869565217391307	0.8260869565217391	0.5652173913043478	0.8260869565217391	0.808695652173913	0.7217391304347827	0.8695652173913043	0.7913043478260869	0.9826086956521739	0.808695652173913	0.8260869565217391	0.991304347826087	0.4956521739130435	0.591304347826087	0.808695652173913	0.9739130434782609	0.7913043478260869	0.9130434782608695	0.8695652173913043	0.7391304347826086	0.6173913043478261	0.6782608695652174	0.6521739130434783	0.7739130434782608	0.9826086956521739	0.5130434782608696	0.40869565217391307	0.7652173913043478	0.8260869565217391	1.0	0.6086956521739131	0.7130434782608696	0.8608695652173913	0.0	0.5565217391304348
9N3	0.6347826086956522	0.8434782608695652	0.5565217391304348	0.8608695652173913	0.7739130434782608	0.6782608695652174	0.9043478260869565	0.8434782608695652	0.9391304347826087	0.8434782608695652	0.7913043478260869	0.991304347826087	0.6173913043478261	0.7565217391304347	0.8782608695652174	0.8956521739130435	0.7478260869565218	0.8347826086956521	0.9130434782608695	0.7565217391304347	0.6347826086956522	0.7043478260869566	0.6608695652173913	0.7391304347826086	0.9565217391304348	0.6608695652173913	0.6260869565217392	0.8173913043478261	0.8173913043478261	1.0	0.6260869565217392	0.6521739130434783	0.8782608695652174	0.5565217391304348	0.0
