	E2_T3_y2014_seqrunA	E5_T3_y2014_seqrunA	E7_T3_y2014_seqrunA	E9_T3_y2014_seqrunA	F10_T3_y2014_seqrunA	F2_T3_y2014_seqrunA	F3_T3_y2014_seqrunA	F4_T3_y2014_seqrunA
E2_T3_y2014_seqrunA	0	0.08945848792791367	0.2270136773586273	0.1829055696725845	0.2286191284656525	0.2058904320001602	0.2059935480356216	0.1667354851961136
E5_T3_y2014_seqrunA	0.08945848792791367	0	0.2839389145374298	0.2266046702861786	0.1893456876277924	0.1597484797239304	0.1632104218006134	0.129538968205452
E7_T3_y2014_seqrunA	0.2270136773586273	0.2839389145374298	0	0.156676322221756	0.4257566928863525	0.4054555892944336	0.4016799330711365	0.3572516739368439
E9_T3_y2014_seqrunA	0.1829055696725845	0.2266046702861786	0.156676322221756	0	0.3245679438114166	0.3120804727077484	0.3128587901592255	0.3072270750999451
F10_T3_y2014_seqrunA	0.2286191284656525	0.1893456876277924	0.4257566928863525	0.3245679438114166	0	0.05371639505028725	0.07071412354707718	0.1624169498682022
F2_T3_y2014_seqrunA	0.2058904320001602	0.1597484797239304	0.4054555892944336	0.3120804727077484	0.05371639505028725	0	0.06879309564828873	0.1524484306573868
F3_T3_y2014_seqrunA	0.2059935480356216	0.1632104218006134	0.4016799330711365	0.3128587901592255	0.07071412354707718	0.06879309564828873	0	0.1219820901751518
F4_T3_y2014_seqrunA	0.1667354851961136	0.129538968205452	0.3572516739368439	0.3072270750999451	0.1624169498682022	0.1524484306573868	0.1219820901751518	0
