	F1_T2_y2016_seqrunA	F10_T2_y2016_seqrunA	F2_T2_y2016_seqrunA	F3_T2_y2016_seqrunA	F4_T2_y2016_seqrunA	F5_T2_y2016_seqrunA	F6_T2_y2016_seqrunA	F7_T2_y2016_seqrunA	F8_T2_y2016_seqrunA	F9_T2_y2016_seqrunA	S1_T2_y2016_seqrunA	S10_T2_y2016_seqrunA	S2_T2_y2016_seqrunA	S3_T2_y2016_seqrunA	S4_T2_y2016_seqrunA	S5_T2_y2016_seqrunA	S6_T2_y2016_seqrunA	S7_T2_y2016_seqrunA	S8_T2_y2016_seqrunA	S9_T2_y2016_seqrunA
F1_T2_y2016_seqrunA	0	0.5603797435760498	0.235960990190506	0.6013047099113464	0.6173403263092041	0.4413029253482819	0.6271827816963196	0.4890131652355194	0.6554614901542664	0.5951879620552063	0.4270794093608856	0.3225601613521576	0.4502947628498077	0.5469478368759155	0.4928885102272034	0.5576607584953308	0.644234836101532	0.3813851773738861	0.4650210738182068	0.5546191930770874
F10_T2_y2016_seqrunA	0.5603797435760498	0	0.5485548377037048	0.4237933754920959	0.2818814814090729	0.5732483863830566	0.7186965942382812	0.2891224324703217	0.4913972914218903	0.3863352537155151	0.5792000889778137	0.5662074089050293	0.5872506499290466	0.6784421801567078	0.6435069441795349	0.3214863836765289	0.4258238673210144	0.5722717046737671	0.6294277906417847	0.3346567451953888
F2_T2_y2016_seqrunA	0.235960990190506	0.5485548377037048	0	0.6102356314659119	0.5852863192558289	0.4323680102825165	0.6422339677810669	0.5328503847122192	0.662280797958374	0.5918781757354736	0.3353112637996674	0.2814979255199432	0.3874118626117706	0.5091957449913025	0.4156362414360046	0.5601077079772949	0.6266908049583435	0.338985800743103	0.4563212990760803	0.5632882714271545
F3_T2_y2016_seqrunA	0.6013047099113464	0.4237933754920959	0.6102356314659119	0	0.3589327335357666	0.5832455158233643	0.5126942992210388	0.3095531761646271	0.4109406173229218	0.3987404406070709	0.6339001655578613	0.581800639629364	0.5231368541717529	0.560405969619751	0.6554457545280457	0.3133039176464081	0.3870745599269867	0.5148406624794006	0.4886525571346283	0.307045042514801
F4_T2_y2016_seqrunA	0.6173403263092041	0.2818814814090729	0.5852863192558289	0.3589327335357666	0	0.6061318516731262	0.655964732170105	0.3210170269012451	0.5065761208534241	0.3833843171596527	0.5480300188064575	0.6218104362487793	0.5968689322471619	0.6683703660964966	0.6296413540840149	0.3477687835693359	0.3924728631973267	0.5705094337463379	0.5476595759391785	0.3648813962936401
F5_T2_y2016_seqrunA	0.4413029253482819	0.5732483863830566	0.4323680102825165	0.5832455158233643	0.6061318516731262	0	0.6015368103981018	0.5515329837799072	0.5979998111724854	0.6299594640731812	0.3465413153171539	0.4845170080661774	0.4486834406852722	0.5617629885673523	0.4922251105308533	0.5884019136428833	0.6008100509643555	0.4258910119533539	0.4044900238513947	0.5225421190261841
F6_T2_y2016_seqrunA	0.6271827816963196	0.7186965942382812	0.6422339677810669	0.5126942992210388	0.655964732170105	0.6015368103981018	0	0.6528021693229675	0.673988401889801	0.6828550100326538	0.6272000670433044	0.5989627242088318	0.5140913724899292	0.5760263204574585	0.6271932125091553	0.6444442272186279	0.6769814491271973	0.5307669043540955	0.4508475661277771	0.6433387994766235
F7_T2_y2016_seqrunA	0.4890131652355194	0.2891224324703217	0.5328503847122192	0.3095531761646271	0.3210170269012451	0.5515329837799072	0.6528021693229675	0	0.4039382040500641	0.336974561214447	0.5480733513832092	0.5381008386611938	0.575596034526825	0.6342412829399109	0.5886587500572205	0.2848885357379913	0.3752771615982056	0.5122947096824646	0.5324915051460266	0.2390338033437729
F8_T2_y2016_seqrunA	0.6554614901542664	0.4913972914218903	0.662280797958374	0.4109406173229218	0.5065761208534241	0.5979998111724854	0.673988401889801	0.4039382040500641	0	0.5206010341644287	0.6465035676956177	0.6317635774612427	0.6587028503417969	0.6275052428245544	0.7055532336235046	0.4266781508922577	0.5036507844924927	0.6621392965316772	0.6582850217819214	0.3995105922222137
F9_T2_y2016_seqrunA	0.5951879620552063	0.3863352537155151	0.5918781757354736	0.3987404406070709	0.3833843171596527	0.6299594640731812	0.6828550100326538	0.336974561214447	0.5206010341644287	0	0.5981593728065491	0.634978711605072	0.6071514487266541	0.6572415828704834	0.6654112935066223	0.3328200280666351	0.3660987019538879	0.5457962155342102	0.6129637956619263	0.3495524525642395
