	F1_T2_y2016_seqrunA	F10_T2_y2016_seqrunA	F2_T2_y2016_seqrunA	F3_T2_y2016_seqrunA	F4_T2_y2016_seqrunA	F5_T2_y2016_seqrunA	F6_T2_y2016_seqrunA	F7_T2_y2016_seqrunA	F8_T2_y2016_seqrunA	F9_T2_y2016_seqrunA	S1_T2_y2016_seqrunA	S10_T2_y2016_seqrunA	S2_T2_y2016_seqrunA	S3_T2_y2016_seqrunA	S4_T2_y2016_seqrunA	S5_T2_y2016_seqrunA	S6_T2_y2016_seqrunA	S7_T2_y2016_seqrunA	S8_T2_y2016_seqrunA	S9_T2_y2016_seqrunA
S1_T2_y2016_seqrunA	0.4270794093608856	0.5792000889778137	0.3353112637996674	0.6339001655578613	0.5480300188064575	0.3465413153171539	0.6272000670433044	0.5480733513832092	0.6465035676956177	0.5981593728065491	0	0.4165304899215698	0.4343175888061523	0.5921404957771301	0.4390850067138672	0.5582876205444336	0.6549111008644104	0.3752072751522064	0.4783104956150055	0.5690163969993591
S10_T2_y2016_seqrunA	0.3225601613521576	0.5662074089050293	0.2814979255199432	0.581800639629364	0.6218104362487793	0.4845170080661774	0.5989627242088318	0.5381008386611938	0.6317635774612427	0.634978711605072	0.4165304899215698	0	0.3377989828586578	0.5351777672767639	0.4238359332084656	0.5456572771072388	0.6702178120613098	0.4065522849559784	0.4766277670860291	0.5782919526100159
S2_T2_y2016_seqrunA	0.4502947628498077	0.5872506499290466	0.3874118626117706	0.5231368541717529	0.5968689322471619	0.4486834406852722	0.5140913724899292	0.575596034526825	0.6587028503417969	0.6071514487266541	0.4343175888061523	0.3377989828586578	0	0.4608076810836792	0.4566492140293121	0.5199636220932007	0.6124646067619324	0.3295508027076721	0.328350692987442	0.5560177564620972
S3_T2_y2016_seqrunA	0.5469478368759155	0.6784421801567078	0.5091957449913025	0.560405969619751	0.6683703660964966	0.5617629885673523	0.5760263204574585	0.6342412829399109	0.6275052428245544	0.6572415828704834	0.5921404957771301	0.5351777672767639	0.4608076810836792	0	0.6062015295028687	0.6142787337303162	0.6507737636566162	0.4966561198234558	0.4781012535095215	0.619891881942749
S4_T2_y2016_seqrunA	0.4928885102272034	0.6435069441795349	0.4156362414360046	0.6554457545280457	0.6296413540840149	0.4922251105308533	0.6271932125091553	0.5886587500572205	0.7055532336235046	0.6654112935066223	0.4390850067138672	0.4238359332084656	0.4566492140293121	0.6062015295028687	0	0.6435178518295288	0.6907206177711487	0.4263576567173004	0.5482915043830872	0.6078042984008789
S5_T2_y2016_seqrunA	0.5576607584953308	0.3214863836765289	0.5601077079772949	0.3133039176464081	0.3477687835693359	0.5884019136428833	0.6444442272186279	0.2848885357379913	0.4266781508922577	0.3328200280666351	0.5582876205444336	0.5456572771072388	0.5199636220932007	0.6142787337303162	0.6435178518295288	0	0.3873285949230194	0.5131013989448547	0.5525950193405151	0.3005913496017456
S6_T2_y2016_seqrunA	0.644234836101532	0.4258238673210144	0.6266908049583435	0.3870745599269867	0.3924728631973267	0.6008100509643555	0.6769814491271973	0.3752771615982056	0.5036507844924927	0.3660987019538879	0.6549111008644104	0.6702178120613098	0.6124646067619324	0.6507737636566162	0.6907206177711487	0.3873285949230194	0	0.5809279680252075	0.5272835493087769	0.3807199001312256
S7_T2_y2016_seqrunA	0.3813851773738861	0.5722717046737671	0.338985800743103	0.5148406624794006	0.5705094337463379	0.4258910119533539	0.5307669043540955	0.5122947096824646	0.6621392965316772	0.5457962155342102	0.3752072751522064	0.4065522849559784	0.3295508027076721	0.4966561198234558	0.4263576567173004	0.5131013989448547	0.5809279680252075	0	0.3726042509078979	0.4758546054363251
S8_T2_y2016_seqrunA	0.4650210738182068	0.6294277906417847	0.4563212990760803	0.4886525571346283	0.5476595759391785	0.4044900238513947	0.4508475661277771	0.5324915051460266	0.6582850217819214	0.6129637956619263	0.4783104956150055	0.4766277670860291	0.328350692987442	0.4781012535095215	0.5482915043830872	0.5525950193405151	0.5272835493087769	0.3726042509078979	0	0.5385520458221436
S9_T2_y2016_seqrunA	0.5546191930770874	0.3346567451953888	0.5632882714271545	0.307045042514801	0.3648813962936401	0.5225421190261841	0.6433387994766235	0.2390338033437729	0.3995105922222137	0.3495524525642395	0.5690163969993591	0.5782919526100159	0.5560177564620972	0.619891881942749	0.6078042984008789	0.3005913496017456	0.3807199001312256	0.4758546054363251	0.5385520458221436	0
