	10N1	10N2	10N3	12N1	12N2	12N3	17N1	19N1	19N2	19N3	20N1	20N2	20N3	21N1	21N2	21N3	22N1	22N2	22N3	29N1	29N2	31N1	31N2	31N3	32N1	32N2	32N3	7N1	7N2	7N3	8N1	8N2	8N3	9N1	9N3
20N1	0.27028662741150866	0.3170788429948311	0.2610202617219171	0.11394684310485347	0.10138556733480375	0.08914540436428087	0.13443794720996102	0.19125847680764496	0.06381246678865217	0.06365003705203054	0.0	0.28230938368936564	0.22453070670032346	0.43525051783276497	0.10853813712578887	0.17985383881822725	0.2920045518054407	0.3318387735387863	0.35455505029931195	0.113255698340842	0.13327023741478572	0.22966640245104886	0.11832111927028162	0.06715300317370271	0.41357392394894643	0.33584950979020783	0.23962345102491536	0.2446470292595103	0.5846267317089444	0.4505386075180073	0.06611836856942735	0.2967983581802743	0.12175956040433208	0.2628914774686956	0.15015812626508
20N2	0.3403393672548162	0.1516416683644219	0.2959285757858355	0.2940753316338703	0.28560411060807916	0.3112766980052822	0.2522943055491037	0.1374353906370976	0.26550864466444846	0.2978224573510975	0.28230938368936564	0.0	0.3038633474030901	0.4608714123711932	0.3147814776571317	0.2535013858665912	0.33409916140365253	0.38689411108222743	0.37686667490585896	0.2885957239116686	0.320127781383821	0.2949066162227676	0.31174797148796785	0.3016257294581009	0.28388870149814804	0.3327924673746731	0.32891496075977794	0.3007330259973521	0.6071750896998519	0.20716659614415522	0.2890719553107365	0.31428517581772286	0.3090942599782591	0.3070756305478237	0.2755767637749553
20N3	0.11508692948278053	0.26720764164072697	0.11868693973215365	0.29457482850953787	0.284134571733274	0.18874925647545457	0.27722036751705004	0.22527608651344835	0.2677452824507799	0.2434151851399631	0.22453070670032346	0.3038633474030901	0.0	0.26730702123968564	0.26154450958694875	0.17434779971455402	0.1909662162719843	0.2510601824758261	0.30372129671470843	0.15689242102883144	0.14714894524139732	0.07946053434992195	0.14863078268237404	0.19463184879407713	0.357368900678859	0.16427712940108835	0.07524056802407408	0.13137139983902685	0.5223537642307506	0.4616479254873857	0.22847355794892496	0.2225934640066522	0.30837521064634626	0.07767671615062245	0.13412495662133428
21N1	0.20179488160967396	0.3760536964799744	0.23778052735104155	0.5170751649824716	0.510604854812524	0.40685016428959103	0.516218578908784	0.476250937737844	0.46350616359121893	0.43884485298294656	0.43525051783276497	0.4608714123711932	0.26730702123968564	0.0	0.46843613449754223	0.39262731865618594	0.23566091759287822	0.31747335756434836	0.4019230145050958	0.3761724203649578	0.3618147289842404	0.27263164581885685	0.3691907732390044	0.41091351846487256	0.3472530346319808	0.2665941620495276	0.2496035521011318	0.24681127536055442	0.5067365878324527	0.4656150226509449	0.45311503315518303	0.3182135360427583	0.5278132144531404	0.2577625602690986	0.35094971387826684
21N2	0.3282432097359442	0.36251741450365815	0.3316035691698779	0.11461826979874482	0.11538509535968634	0.13096424683874966	0.15250221790881402	0.20404423152552972	0.12812197112747306	0.09700637653184668	0.10853813712578887	0.3147814776571317	0.26154450958694875	0.46843613449754223	0.0	0.25339882199057856	0.37630292713355146	0.37299630939982215	0.3439805727591048	0.15215571008319626	0.18267989725523542	0.2734282253037709	0.16627533117402096	0.13259379237291805	0.4337318696856692	0.3439340325956524	0.26203743256455103	0.28210025684272255	0.606240829442611	0.48459985930046373	0.09914625454344451	0.3190239621787066	0.12801399120281998	0.291169422643864	0.21876911658172596
21N3	0.23896398157751803	0.26187116278211936	0.2038982516670543	0.27675978350478214	0.2625388381459024	0.20542435764505573	0.21468024673775277	0.18885388754139076	0.21890921531333893	0.23248639856437134	0.17985383881822725	0.2535013858665912	0.17434779971455402	0.39262731865618594	0.25339882199057856	0.0	0.2340600137128446	0.2687886284026356	0.33150081539019405	0.16191343387729	0.17246462782592775	0.17877210217662517	0.17986779947917972	0.19797167172203414	0.34626838394967147	0.26842879492534805	0.21316901094914145	0.21314461144921432	0.5368447420418533	0.4160815119318229	0.2295011426424875	0.22069906660123945	0.29437012907266824	0.18172262270396441	0.12890213451700777
22N1	0.12069677236897877	0.32407468672984735	0.11032451913624994	0.38910942696473394	0.38026702955474273	0.28285982926314507	0.3856038793258813	0.3507405635249786	0.329895243943658	0.34341178218566387	0.2920045518054407	0.33409916140365253	0.1909662162719843	0.23566091759287822	0.37630292713355146	0.2340600137128446	0.0	0.17898250879801308	0.33081337995999727	0.2530357656315267	0.227497929045386	0.16549556670906884	0.24342850559978313	0.2806602461154705	0.406712629245577	0.2306304441036554	0.16668734756807535	0.1335100686702765	0.5036329337283687	0.49215385552422897	0.328780527889337	0.23302394502116944	0.40142569618710144	0.1858457205417673	0.21282335498928598
22N2	0.228086697156974	0.3603767212880975	0.21594709852797017	0.43361592651358305	0.4269665556981846	0.3370366543786416	0.43335747292319704	0.38275800083437966	0.37395462859580453	0.3548199462927214	0.3318387735387863	0.38689411108222743	0.2510601824758261	0.31747335756434836	0.37299630939982215	0.2687886284026356	0.17898250879801308	0.0	0.2355502163494826	0.3026958412049682	0.2922777753878411	0.2246816152422867	0.30496715840356325	0.33041039668210664	0.4197142428719341	0.27306100295072017	0.22429094101290004	0.2055689884170438	0.4225935100485992	0.5402407181324538	0.3731114244883806	0.22743675427006194	0.4400967157197395	0.23286687436655476	0.27544201787004297
22N3	0.3108948766898585	0.36567976725258056	0.29867078714987927	0.4082681591464154	0.40027257122837784	0.34390832969477214	0.40728140497713394	0.3524014441992774	0.38384246058082194	0.35420240544052733	0.35455505029931195	0.37686667490585896	0.30372129671470843	0.4019230145050958	0.3439805727591048	0.33150081539019405	0.33081337995999727	0.2355502163494826	0.0	0.3192172964880143	0.33728489081112273	0.2983674605609874	0.335777611106499	0.3453371400467212	0.4139058971382723	0.30586550206489055	0.28936665050674215	0.271831157203046	0.41604810641527845	0.5163651106092154	0.34813255648941627	0.21569373380623036	0.4233974569663235	0.306699570993278	0.3328861416313799
29N1	0.20955053844954982	0.2694658671492801	0.20819215349073555	0.17635597126220645	0.1793705485841342	0.08518560321880451	0.18188630893101854	0.19062520720140305	0.15668254852249033	0.14334181276504157	0.113255698340842	0.2885957239116686	0.15689242102883144	0.3761724203649578	0.15215571008319626	0.16191343387729	0.2530357656315267	0.3026958412049682	0.3192172964880143	0.0	0.06860918917388471	0.1566965086460577	0.06576340125803276	0.09366072067229518	0.38362129243389353	0.2639137758119058	0.1773802458955196	0.1699560386450359	0.5504105435216566	0.44576862734120676	0.11668582791546887	0.24361538650710385	0.1971223860429166	0.20351555646445682	0.10981130518869152
29N2	0.19510233530852694	0.293671779372728	0.18878723447643597	0.19664810339727587	0.20790874310163437	0.10654567451557609	0.2013279453535834	0.21997797125337068	0.18745260385722318	0.18504079779693325	0.13327023741478572	0.320127781383821	0.14714894524139732	0.3618147289842404	0.18267989725523542	0.17246462782592775	0.227497929045386	0.2922777753878411	0.33728489081112273	0.06860918917388471	0.0	0.15047569922135864	0.05676125600589208	0.11499550792080297	0.40264459196023483	0.2484387165285595	0.15382739142217303	0.17129475876874742	0.5532015380834104	0.47428222205492643	0.1452936677055891	0.26208975297134873	0.21876127886547111	0.18959171657598736	0.09387679798933461
31N1	0.10585210099048549	0.2613966720732486	0.09736367235656185	0.29680136060328055	0.2961648587280383	0.18995459174256246	0.27608440674094425	0.241900155326154	0.27155066911732045	0.2627406976464359	0.22966640245104886	0.2949066162227676	0.07946053434992195	0.27263164581885685	0.2734282253037709	0.17877210217662517	0.16549556670906884	0.2246816152422867	0.2983674605609874	0.1566965086460577	0.15047569922135864	0.0	0.14309866621609105	0.20760407794828747	0.3585050246872167	0.18596114214311638	0.07336816481740836	0.08336040317722358	0.5077515580446699	0.44753278947684866	0.2326183335532672	0.21178518307428362	0.310201335422572	0.09401942571866014	0.14491225637055163
31N2	0.20076370081314163	0.2903158885741068	0.19153991792560407	0.16858530769430216	0.18686710943602725	0.06476568867435181	0.17569205623320414	0.20919075937947978	0.16768755860260817	0.16397729341441952	0.11832111927028162	0.31174797148796785	0.14863078268237404	0.3691907732390044	0.16627533117402096	0.17986779947917972	0.24342850559978313	0.30496715840356325	0.335777611106499	0.06576340125803276	0.05676125600589208	0.14309866621609105	0.0	0.09730262968222102	0.4140282949272213	0.2558589642312201	0.1521207534347256	0.16548458536322957	0.5537062788523888	0.4690076658010636	0.11519567249683059	0.2594577734983771	0.18094178338103747	0.195892561597321	0.10006764298114897
31N3	0.2542817165857108	0.3020260898616583	0.2523256049868106	0.15271533113555066	0.14586889490091054	0.05601307360210906	0.1580137120075376	0.21127968597999486	0.10981435994279774	0.10099633064008152	0.06715300317370271	0.3016257294581009	0.19463184879407713	0.41091351846487256	0.13259379237291805	0.19797167172203414	0.2806602461154705	0.33041039668210664	0.3453371400467212	0.09366072067229518	0.11499550792080297	0.20760407794828747	0.09730262968222102	0.0	0.4108745277057751	0.2983370488330894	0.21844497649914418	0.22324113946015822	0.554673431959972	0.4581750880292546	0.09008097640459024	0.2834428162089564	0.15765071263108682	0.24867907263483777	0.14433538404271998
32N1	0.4062843141008608	0.22696880235279743	0.3665469384037831	0.48097258407088905	0.47513426121321084	0.41342886818072383	0.43564608858792336	0.3257287475193323	0.4266297893929007	0.4143370197782222	0.41357392394894643	0.28388870149814804	0.357368900678859	0.3472530346319808	0.4337318696856692	0.34626838394967147	0.406712629245577	0.4197142428719341	0.4139058971382723	0.38362129243389353	0.40264459196023483	0.3585050246872167	0.4140282949272213	0.4108745277057751	0.0	0.32624506910494755	0.3808532215552435	0.36171163524134575	0.5464171965170269	0.2568196452427095	0.43883796410423404	0.3546803096312703	0.4986317345594672	0.35360399399640796	0.3792839435844037
32N2	0.1973556114465784	0.26466229476912306	0.16577312260969906	0.3998162510168643	0.39192982917764096	0.29072323523430826	0.37941096511216693	0.3211489391466915	0.3764803688096237	0.3428009351965391	0.33584950979020783	0.3327924673746731	0.16427712940108835	0.2665941620495276	0.3439340325956524	0.26842879492534805	0.2306304441036554	0.27306100295072017	0.30586550206489055	0.2639137758119058	0.2484387165285595	0.18596114214311638	0.2558589642312201	0.2983370488330894	0.32624506910494755	0.0	0.15362927303618762	0.1871568378978873	0.4874615379274987	0.45937411039393067	0.34093043512117194	0.21989103473162083	0.4204092918388778	0.16301644822916106	0.23002066059653753
32N3	0.09991323618704503	0.28992384657384423	0.10356872467080658	0.3054672679384551	0.30333179227521095	0.20170594275209697	0.3064398693379666	0.2653596777569196	0.28878203038829303	0.2548993866369065	0.23962345102491536	0.32891496075977794	0.07524056802407408	0.2496035521011318	0.26203743256455103	0.21316901094914145	0.16668734756807535	0.22429094101290004	0.28936665050674215	0.1773802458955196	0.15382739142217303	0.07336816481740836	0.1521207534347256	0.21844497649914418	0.3808532215552435	0.15362927303618762	0.0	0.08908987801527748	0.4998902371359447	0.4864134849662639	0.24467348943090844	0.21703673124724127	0.32019067519371847	0.08909745985246827	0.15871795631397762
7N1	0.09176709088922012	0.2702587678191674	0.08894254313499957	0.30634013357864676	0.30524284728593715	0.20906289059741465	0.3044308363862539	0.268230486085547	0.2864784707367782	0.27280052240663477	0.2446470292595103	0.3007330259973521	0.13137139983902685	0.24681127536055442	0.28210025684272255	0.21314461144921432	0.1335100686702765	0.2055689884170438	0.271831157203046	0.1699560386450359	0.17129475876874742	0.08336040317722358	0.16548458536322957	0.22324113946015822	0.36171163524134575	0.1871568378978873	0.08908987801527748	0.0	0.4888171305918134	0.4526212431328759	0.24105175084617808	0.19676267368149505	0.32016251907297927	0.14106251613196596	0.17920090659214621
7N2	0.5185253577990085	0.5002364912048842	0.5088145327009775	0.6712772819388296	0.6651848878922347	0.5622280495984596	0.6675679697520989	0.6143092743128171	0.6176267615153639	0.5919760079064113	0.5846267317089444	0.6071750896998519	0.5223537642307506	0.5067365878324527	0.606240829442611	0.5368447420418533	0.5036329337283687	0.4225935100485992	0.41604810641527845	0.5504105435216566	0.5532015380834104	0.5077515580446699	0.5537062788523888	0.554673431959972	0.5464171965170269	0.4874615379274987	0.4998902371359447	0.4888171305918134	0.0	0.6523157262130294	0.6097784152204566	0.3923187260423118	0.6732613479942409	0.5162245643880752	0.5384487295118918
7N3	0.4972503738798963	0.224271497794497	0.45287013120194314	0.4882508500010321	0.48045186361733583	0.46716945302589374	0.4420462117578238	0.32934805916320564	0.45182672077926667	0.46780890275556547	0.4505386075180073	0.20716659614415522	0.4616479254873857	0.4656150226509449	0.48459985930046373	0.4160815119318229	0.49215385552422897	0.5402407181324538	0.5163651106092154	0.44576862734120676	0.47428222205492643	0.44753278947684866	0.4690076658010636	0.4581750880292546	0.2568196452427095	0.45937411039393067	0.4864134849662639	0.4526212431328759	0.6523157262130294	0.0	0.464703918524832	0.469568388715807	0.5015112328401959	0.4636091482229498	0.43498173079684643
8N1	0.2887059686009322	0.3362373866538651	0.2859688682665645	0.07544828197706491	0.08825697698784654	0.084189525258374	0.10976301844640686	0.18079749517489493	0.0766571185889092	0.07838679537961898	0.06611836856942735	0.2890719553107365	0.22847355794892496	0.45311503315518303	0.09914625454344451	0.2295011426424875	0.328780527889337	0.3731114244883806	0.34813255648941627	0.11668582791546887	0.1452936677055891	0.2326183335532672	0.11519567249683059	0.09008097640459024	0.43883796410423404	0.34093043512117194	0.24467348943090844	0.24105175084617808	0.6097784152204566	0.464703918524832	0.0	0.3147839139729561	0.09103440843287339	0.2762737952961245	0.17369682813647955
8N2	0.2299325133014869	0.2729565645830093	0.20562340278179891	0.3840813114865594	0.37296969334433666	0.28347549056506993	0.37228609409367847	0.31431925294597174	0.3313444655673222	0.30837744495786157	0.2967983581802743	0.31428517581772286	0.2225934640066522	0.3182135360427583	0.3190239621787066	0.22069906660123945	0.23302394502116944	0.22743675427006194	0.21569373380623036	0.24361538650710385	0.26208975297134873	0.21178518307428362	0.2594577734983771	0.2834428162089564	0.3546803096312703	0.21989103473162083	0.21703673124724127	0.19676267368149505	0.3923187260423118	0.469568388715807	0.3147839139729561	0.0	0.3961229331174346	0.21921673816225337	0.23550134531137454
8N3	0.36874755094624123	0.41472445703697824	0.36558715295619626	0.03796899720782845	0.057237206825455175	0.14531434555750475	0.12104864766406956	0.2119038547326124	0.08953092718489432	0.1260264691789043	0.12175956040433208	0.3090942599782591	0.30837521064634626	0.5278132144531404	0.12801399120281998	0.29437012907266824	0.40142569618710144	0.4400967157197395	0.4233974569663235	0.1971223860429166	0.21876127886547111	0.310201335422572	0.18094178338103747	0.15765071263108682	0.4986317345594672	0.4204092918388778	0.32019067519371847	0.32016251907297927	0.6732613479942409	0.5015112328401959	0.09103440843287339	0.3961229331174346	0.0	0.3555708994914322	0.25122826987624836
9N1	0.10755704635069882	0.2647516794574577	0.11493972828126423	0.33534661422655393	0.32346881215561496	0.2402553467208241	0.2907962940923333	0.26124606290055435	0.31074627582002684	0.28065622133284596	0.2628914774686956	0.3070756305478237	0.07767671615062245	0.2577625602690986	0.291169422643864	0.18172262270396441	0.1858457205417673	0.23286687436655476	0.306699570993278	0.20351555646445682	0.18959171657598736	0.09401942571866014	0.195892561597321	0.24867907263483777	0.35360399399640796	0.16301644822916106	0.08909745985246827	0.14106251613196596	0.5162245643880752	0.4636091482229498	0.2762737952961245	0.21921673816225337	0.3555708994914322	0.0	0.16347093544168398
9N3	0.18999806528279548	0.2631098056223957	0.170293643033458	0.23074008783520583	0.2238914232882251	0.13660099906466674	0.23371619376988345	0.18634028287212387	0.1956778149105592	0.2022172104587579	0.15015812626508	0.2755767637749553	0.13412495662133428	0.35094971387826684	0.21876911658172596	0.12890213451700777	0.21282335498928598	0.27544201787004297	0.3328861416313799	0.10981130518869152	0.09387679798933461	0.14491225637055163	0.10006764298114897	0.14433538404271998	0.3792839435844037	0.23002066059653753	0.15871795631397762	0.17920090659214621	0.5384487295118918	0.43498173079684643	0.17369682813647955	0.23550134531137454	0.25122826987624836	0.16347093544168398	0.0
