	E2_T2_y2014_seqrunA	E5_T2_y2014_seqrunA	E7_T2_y2014_seqrunA	E9_T2_y2014_seqrunA	F10_T2_y2014_seqrunA	F2_T2_y2014_seqrunA	F3_T2_y2014_seqrunA	F4_T2_y2014_seqrunA
E2_T2_y2014_seqrunA	0	0.2661257982254028	0.6321173906326294	0.6456847190856934	0.4098245799541473	0.3197757005691528	0.2722859978675842	0.4685542285442352
E5_T2_y2014_seqrunA	0.2661257982254028	0	0.589644193649292	0.6111006736755371	0.396446019411087	0.3655581474304199	0.3136753439903259	0.4180532693862915
E7_T2_y2014_seqrunA	0.6321173906326294	0.589644193649292	0	0.3602248728275299	0.5085083842277527	0.5318614840507507	0.7034050822257996	0.4281660914421082
E9_T2_y2014_seqrunA	0.6456847190856934	0.6111006736755371	0.3602248728275299	0	0.5355222821235657	0.5461193919181824	0.7148020267486572	0.4207390546798706
F10_T2_y2014_seqrunA	0.4098245799541473	0.396446019411087	0.5085083842277527	0.5355222821235657	0	0.4103140532970428	0.4980136156082153	0.4283452033996582
F2_T2_y2014_seqrunA	0.3197757005691528	0.3655581474304199	0.5318614840507507	0.5461193919181824	0.4103140532970428	0	0.4348044395446777	0.3112663924694061
F3_T2_y2014_seqrunA	0.2722859978675842	0.3136753439903259	0.7034050822257996	0.7148020267486572	0.4980136156082153	0.4348044395446777	0	0.557547926902771
F4_T2_y2014_seqrunA	0.4685542285442352	0.4180532693862915	0.4281660914421082	0.4207390546798706	0.4283452033996582	0.3112663924694061	0.557547926902771	0
