	E7_T1_y2014_seqrunA	F10_T1_y2014_seqrunA	F2_T1_y2014_seqrunA	F3_T1_y2014_seqrunA	F4_T1_y2014_seqrunA	E2_T1_y2014_seqrunA	E5_T1_y2014_seqrunA	E9_T1_y2014_seqrunA
E7_T1_y2014_seqrunA	0	0.2241545617580414	0.08883604407310486	0.2259548604488373	0.1690218150615692	0.1031027212738991	0.1078547388315201	0.234446108341217
F10_T1_y2014_seqrunA	0.2241545617580414	0	0.2878416478633881	0.03079948574304581	0.0789598822593689	0.1726270169019699	0.1810905635356903	0.07262487709522247
F2_T1_y2014_seqrunA	0.08883604407310486	0.2878416478633881	0	0.2801172137260437	0.2216610610485077	0.1563625931739807	0.1692111790180206	0.3037857711315155
F3_T1_y2014_seqrunA	0.2259548604488373	0.03079948574304581	0.2801172137260437	0	0.06417108327150345	0.1669308841228485	0.1953659355640411	0.08527816832065582
F4_T1_y2014_seqrunA	0.1690218150615692	0.0789598822593689	0.2216610610485077	0.06417108327150345	0	0.1113923937082291	0.1390751004219055	0.1255704760551453
E2_T1_y2014_seqrunA	0.1031027212738991	0.1726270169019699	0.1563625931739807	0.1669308841228485	0.1113923937082291	0	0.08954822272062302	0.2032650709152222
E5_T1_y2014_seqrunA	0.1078547388315201	0.1810905635356903	0.1692111790180206	0.1953659355640411	0.1390751004219055	0.08954822272062302	0	0.2013989388942719
E9_T1_y2014_seqrunA	0.234446108341217	0.07262487709522247	0.3037857711315155	0.08527816832065582	0.1255704760551453	0.2032650709152222	0.2013989388942719	0
