	F1_T2_y2016_seqrunA	F10_T2_y2016_seqrunA	F2_T2_y2016_seqrunA	F3_T2_y2016_seqrunA	F4_T2_y2016_seqrunA	F5_T2_y2016_seqrunA	F6_T2_y2016_seqrunA	F7_T2_y2016_seqrunA	F8_T2_y2016_seqrunA	F9_T2_y2016_seqrunA	S1_T2_y2016_seqrunA	S10_T2_y2016_seqrunA	S2_T2_y2016_seqrunA	S3_T2_y2016_seqrunA	S4_T2_y2016_seqrunA	S5_T2_y2016_seqrunA	S6_T2_y2016_seqrunA	S7_T2_y2016_seqrunA	S8_T2_y2016_seqrunA	S9_T2_y2016_seqrunA
S1_T2_y2016_seqrunA	0.1447050422430038	0.08468519896268845	0.1882715225219727	0.1365303546190262	0.1409498751163483	0.0823696032166481	0.2403609752655029	0.1157884150743484	0.1234864592552185	0.2931519746780396	0	0.08692651987075806	0.3213945627212524	0.3251381516456604	0.3315318822860718	0.1504966020584106	0.12312351167202	0.2306479513645172	0.1027231365442276	0.1461868584156036
S10_T2_y2016_seqrunA	0.1632451415061951	0.1058080643415451	0.1912412494421005	0.07536998391151428	0.1809667944908142	0.1430734544992447	0.1752826124429703	0.1109777390956879	0.1025498807430267	0.2621313333511353	0.08692651987075806	0	0.2683830559253693	0.2704190313816071	0.2787247598171234	0.1419953256845474	0.1574547439813614	0.2383416891098022	0.1240713894367218	0.1093591973185539
S2_T2_y2016_seqrunA	0.4192825555801392	0.3632921278476715	0.3770590126514435	0.2886772751808167	0.3968170583248138	0.3898245394229889	0.2969688177108765	0.3637360632419586	0.3283894062042236	0.4167963564395905	0.3213945627212524	0.2683830559253693	0	0.1709057241678238	0.0837029293179512	0.3914693593978882	0.3919861614704132	0.3873410522937775	0.356982409954071	0.2913426160812378
S3_T2_y2016_seqrunA	0.4239656925201416	0.3454828560352325	0.3898719847202301	0.2897836863994598	0.4388338923454285	0.3860097825527191	0.3484444320201874	0.3598618507385254	0.2865820527076721	0.3232071995735168	0.3251381516456604	0.2704190313816071	0.1709057241678238	0	0.1149231046438217	0.4031536877155304	0.3656685352325439	0.4085717797279358	0.3779962360858917	0.2178449481725693
S4_T2_y2016_seqrunA	0.4308120608329773	0.355917364358902	0.3936140239238739	0.2989577651023865	0.4491468369960785	0.3914728462696075	0.3565625548362732	0.3682717382907867	0.3205865919589996	0.4024287164211273	0.3315318822860718	0.2787247598171234	0.0837029293179512	0.1149231046438217	0	0.4096007645130157	0.3941815197467804	0.4152167737483978	0.3882675766944885	0.279058039188385
S5_T2_y2016_seqrunA	0.07808393985033035	0.09446217119693756	0.1745260953903198	0.143120065331459	0.0849543958902359	0.1278747171163559	0.2407981753349304	0.05769934132695198	0.1458093523979187	0.1988392621278763	0.1504966020584106	0.1419953256845474	0.3914693593978882	0.4031536877155304	0.4096007645130157	0	0.1642525941133499	0.1895100325345993	0.1192483603954315	0.2234982699155807
S6_T2_y2016_seqrunA	0.157420814037323	0.1088051870465279	0.151272788643837	0.1743472069501877	0.1468484997749329	0.07950269430875778	0.2816322147846222	0.1500199288129807	0.141411617398262	0.2315239757299423	0.12312351167202	0.1574547439813614	0.3919861614704132	0.3656685352325439	0.3941815197467804	0.1642525941133499	0	0.2822894752025604	0.1103896871209145	0.1782998889684677
S7_T2_y2016_seqrunA	0.1843512654304504	0.2168729454278946	0.303074449300766	0.2574442327022552	0.2062833160161972	0.2213373780250549	0.3303514719009399	0.1898647248744965	0.2738467454910278	0.3049933314323425	0.2306479513645172	0.2383416891098022	0.3873410522937775	0.4085717797279358	0.4152167737483978	0.1895100325345993	0.2822894752025604	0	0.2138909846544266	0.3085219860076904
S8_T2_y2016_seqrunA	0.1339920908212662	0.1031823083758354	0.1362143158912659	0.1520090848207474	0.1178677380084991	0.08709115535020828	0.2463198602199554	0.1190253347158432	0.1673171669244766	0.2745397984981537	0.1027231365442276	0.1240713894367218	0.356982409954071	0.3779962360858917	0.3882675766944885	0.1192483603954315	0.1103896871209145	0.2138909846544266	0	0.2084401249885559
S9_T2_y2016_seqrunA	0.2420382499694824	0.1575282067060471	0.2501169443130493	0.1445433497428894	0.2551093995571136	0.205374538898468	0.232522651553154	0.1800450831651688	0.1136344447731972	0.2476089298725128	0.1461868584156036	0.1093591973185539	0.2913426160812378	0.2178449481725693	0.279058039188385	0.2234982699155807	0.1782998889684677	0.3085219860076904	0.2084401249885559	0
